POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU vL,MOV vL,CON vL.1,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR.1,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP.1,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA.1,WAR.1,rWAR,SIERA,STM_per_IP,log_IP,Predicted_FIP
RP,37,DL Hall,,Milwaukee,MLB,MLB,09/19/1998,29,USA,6' 2',200 lbs,Left,Left,2.5 Stars,2.5 Stars,1,4,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,51,39,Normal,Normal,Normal,56,51,37,50,52,57,51,37,50,52,56,51,37,50,51,76.0,53.0,71.0,61.0,,,,,,,,,4,NEU,95.0,95-97,OTT,Normal,41.0,70.0,1,1,2,28,44,65,27,8,20,20,19,15,14,28,11,11,0.182,0.182,0.182,0.4,0.16,0.364,0.5,-0.15,0,0.1,-1.3,0.0,0.0,0.0,0,0,163.2,80,4.4,4.6,-0.6,1.0,1.8,4.1,0.2512254748023606,5.101085197018328,4.378234835744748
RP,55,DJ Herz,,Washington,MLB,MLB,01/04/2001,26,USA,6' 2',200 lbs,Right,Left,2.5 Stars,3.0 Stars,2,1,1,1,1,4,1,3,1,1,1,5,1,2,1,1,1,3,46,10,Normal,Normal,Normal,78,49,35,58,47,87,51,36,60,49,76,48,34,58,47,93.0,81.0,46.0,53.0,,,,,,,,,4,FB,95.0,94-96,3/4,Normal,30.0,52.0,2,2,2,22,29,55,15,4,12,18,25,32,18,33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,4,0,38.2,18,4.19,4.4,0.0,0.1,0.4,3.9,0.7853401085497097,3.6686767467964168,4.421337036795856
RP,87,Tyler Holton,,Baltimore,MLB,MLB,06/13/1996,31,USA,6' 2',210 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,39,8,Normal,Spray,Spray,39,54,59,73,50,41,58,62,75,54,38,53,59,72,49,36.0,37.0,15.0,31.0,39.0,,41.0,,,,,,6,NEU,92.0,91-93,OTT,Normal,15.0,57.0,3,3,1,27,31,50,15,33,6,22,21,14,21,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,23,3,63.1,19,2.7,3.1,2.0,1.1,1.1,3.92,0.23771787040921227,4.160444363926624,3.4345948262509802
RP,77,Joe Jimenez,,Toronto,MLB,MLB,01/17/1995,32,PUR,6' 3',265 lbs,Right,Right,2.5 Stars,2.5 Stars,13,18,14,1,1,8,18,13,14,1,1,8,18,13,14,1,1,8,46,35,Normal,Normal,Normal,51,48,49,53,46,47,45,48,50,43,56,50,51,55,49,59.0,47.0,,65.0,,,,,,,,,3,NEU,94.0,93-95,3/4,Normal,13.0,50.0,1,1,2,16,16,52,6,11,18,34,17,12,10,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,1,61.0,20,2.95,3.14,0.4,0.9,1.1,3.25,0.21311471916152144,4.127134385045092,3.6197337285376245
RP,40,Pierce Johnson,,Milwaukee,MLB,MLB,05/10/1991,36,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,11,19,1,1,10,1,20,12,1,1,10,1,19,11,1,1,10,1,29,2,Normal,Normal,Normal,63,46,41,46,46,58,44,40,44,44,72,48,42,49,48,57.0,,,,,,37.0,,,,100.0,,3,NEU,95.0,94-96,3/4,Normal,18.0,49.0,-,-,-,18,26,47,22,-,-,-,11,19,9,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0,0.0,-0.3,0.0,0.0,0.0,1,4,57.0,25,3.95,4.61,-1.1,0.1,0.2,3.53,0.3157894182825582,4.060443010546419,4.450621920610261
RP,56,Seth Johnson,,Philadelphia,MLB,MLB,09/19/1998,29,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,13,1,Normal,Normal,Normal,49,50,41,50,50,46,48,40,47,49,51,53,42,52,54,67.0,,40.0,55.0,,41.0,,,,,,,4,FB,96.0,96-98,3/4,Power,48.0,38.0,1,1,1,12,22,74,5,18,17,22,15,12,17,16,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0,-0.1,-0.5,0.0,0.0,0.0,0,1,17.0,9,4.76,6.25,-0.4,-0.4,0.0,4.82,2.823527750866029,2.8903717578961645,5.1585950292273335
RP,44,Ben Joyce,,Los Angeles,MLB,MLB,09/17/2000,27,USA,6' 5',220 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,12,Normal,Normal,Normal,57,57,38,56,58,52,53,38,54,53,61,59,39,58,60,98.0,,,,55.0,,44.0,,,,,,3,GB,99.0,98-100,3/4,Power,11.0,44.0,1,1,1,19,16,39,20,10,19,28,15,21,3,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,2,6,59.2,39,5.88,6.07,-1.6,-1.4,-1.2,4.23,0.18581077942385482,4.097672352314776,5.385252420686865
RP,47,John King,,Philadelphia,MLB,MLB,09/14/1994,33,USA,6' 2',210 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,12,Normal,Normal,Normal,24,63,78,47,75,30,81,90,55,93,22,57,74,44,65,,,,29.0,35.0,,,,,,,,2,EX GB,94.0,93-95,OTT,GB'er,20.0,69.0,2,2,2,29,13,66,8,23,15,8,11,7,12,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,2,29.1,10,3.07,3.1,0.3,0.5,0.6,3.44,0.6872849871872896,3.40452517175483,3.3257024354844007
RP,68,Ryan Loutos,,St. Louis,MLB,MLB,01/29/1999,28,USA,6' 5',240 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,12,1,10,4,1,2,13,1,10,6,1,1,12,1,10,4,11,10,Normal,Normal,Normal,38,55,50,52,57,36,51,49,50,52,40,59,50,54,60,46.0,,27.0,42.0,,,33.0,,,,,,4,FB,96.0,95-97,3/4,Power,19.0,42.0,1,1,3,29,31,61,12,13,21,30,7,8,17,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,2,14.0,7,4.5,5.71,-1.0,-0.3,0.0,4.33,1.3571418877557946,2.70805020110221,5.3821513879512155
RP,4,Chris Martin,,Texas,MLB,MLB,06/02/1986,41,USA,6' 8',225 lbs,Right,Right,2.5 Stars,2.5 Stars,32,1,27,1,1,59,1,33,27,1,1,61,1,32,27,1,1,58,55,1,Normal,Pull,Pull,38,47,98,47,47,37,46,97,45,46,39,48,100,48,48,33.0,,,,30.0,23.0,41.0,,,,,,4,NEU,91.0,90-92,3/4,Normal,19.0,62.0,-,-,-,15,42,26,16,-,-,-,9,13,5,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,19,7,74.2,33,3.98,4.09,-0.6,0.3,0.1,2.98,0.2560646555168928,4.320151230955794,4.151696966034616
RP,43,Lance McCullers Jr.,,Milwaukee,MLB,MLB,10/02/1993,34,USA,6' 1',200 lbs,Left,Right,2.5 Stars,2.5 Stars,9,11,1,1,9,5,10,8,1,1,9,2,11,9,1,1,10,5,44,21,Normal,Normal,Normal,49,51,39,44,55,46,48,38,41,51,51,54,39,46,59,,48.0,51.0,62.0,52.0,,39.0,,,,,,5,EX GB,94.0,93-95,3/4,GB'er,41.0,61.0,-,-,-,29,29,46,32,-,-,-,21,20,19,34,36,36,0.083,0.083,0.083,0.3,0.073,0.167,0.125,-0.75,-2,-0.8,-6.9,0.0,0.0,0.0,0,0,177.0,73,3.71,4.03,-0.4,2.3,3.4,4.06,0.2316384049921805,5.181783550292085,4.255548529110569
RP,39,Miles Mikolas,,Houston,MLB,MLB,08/23/1988,39,USA,6' 4',230 lbs,Right,Right,2.5 Stars,2.5 Stars,8,11,1,1,1,1,11,8,1,1,1,2,11,8,1,1,1,1,35,31,Normal,Spray,Spray,24,50,91,47,52,21,47,86,43,48,27,56,95,50,58,32.0,13.0,12.0,24.0,28.0,,,,,,,,5,NEU,92.0,91-93,3/4,Finesse,61.0,40.0,1,1,3,19,33,46,17,26,18,25,13,16,10,11,16,16,0.125,0.125,0.125,0.1,0.11,0.25,0.25,-0.25,0,-0.2,-2.6,0.0,0.0,0.0,0,0,122.2,52,3.82,3.83,0.7,1.2,0.8,4.23,0.4991816285448749,4.81380905109942,4.006296123848424
RP,68,Erik Miller,,San Francisco,MLB,MLB,02/13/1998,29,USA,6' 5',235 lbs,Left,Left,2.5 Stars,2.5 Stars,10,5,1,1,1,14,4,10,1,1,1,12,6,11,1,1,1,14,57,6,Normal,Spray,Spray,62,62,25,54,67,79,70,25,57,76,59,61,24,53,64,86.0,77.0,,69.0,,,,,,,,,3,GB,95.0,95-97,3/4,GB'er,24.0,58.0,2,2,1,31,15,74,7,6,19,32,19,21,30,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,3,47.1,12,2.28,2.46,1.4,1.2,1.2,3.28,0.509554031941819,3.8732821771117156,3.0057989693460683
RP,72,Dedniel Nunez,,Arizona,MLB,MLB,06/05/1996,31,DOM,6' 2',190 lbs,Right,Right,2.5 Stars,2.5 Stars,12,12,13,1,1,13,13,12,14,1,1,14,12,11,13,1,1,13,19,11,Normal,Normal,Normal,50,51,42,54,51,44,47,41,49,46,58,58,43,58,58,81.0,,,70.0,,,,,,,,,2,NEU,97.0,96-98,3/4,Power,9.0,50.0,1,1,3,19,20,44,9,9,14,31,17,18,12,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,2,37.1,17,4.1,4.53,0.2,-0.3,0.1,4.09,0.24258753569069116,3.6402142821326553,4.20562751336266
RP,55,Luis Perdomo,,Seattle,MLB,MLB,05/09/1993,34,DOM,6' 2',190 lbs,Right,Right,2.5 Stars,2.5 Stars,11,18,13,1,19,1,18,11,13,1,20,1,18,11,13,1,19,1,53,40,Normal,Normal,Normal,41,48,62,40,50,37,44,59,35,47,45,52,66,44,58,,,34.0,48.0,46.0,,,,,,,,3,EX GB,94.0,93-95,3/4,GB'er,18.0,37.0,-,-,-,15,43,32,23,-,-,-,24,18,26,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0.0,-0.0,0.0,0.0,0.0,1,3,62.0,14,2.03,4.35,0.2,-0.2,1.0,3.9,0.2903225338189461,4.143134726391533,4.051260091011401
RP,27,Nick Pivetta,,San Diego,MLB,MLB,02/14/1993,34,CAN,6' 5',200 lbs,Right,Right,2.5 Stars,2.5 Stars,13,18,1,1,1,11,19,14,1,1,1,12,18,13,1,1,1,10,65,1,Normal,Normal,Normal,56,42,56,51,39,51,40,55,49,37,59,43,57,52,41,70.0,,58.0,67.0,,,43.0,,,,,,4,EX FB,95.0,94-96,3/4,Normal,54.0,82.0,1,1,1,25,27,62,15,10,14,28,15,20,3,27,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0,-0.1,-0.2,0.0,0.0,0.0,5,3,69.0,36,4.7,4.02,-0.2,0.2,-0.8,2.87,0.7826085822306402,4.248495242049359,4.118614475899838
RP,63,Ethan Small,,San Diego,MLB,MLB,02/14/1997,30,USA,6' 2',195 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,59,6,Normal,Pull,Pull,51,52,39,48,55,56,58,40,50,61,50,51,39,47,53,68.0,77.0,,53.0,,,,,,,,,3,FB,95.0,94-96,OTT,Normal,36.0,63.0,1,1,4,29,30,43,2,7,20,9,17,10,14,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,2,3,29.1,15,4.6,3.34,-0.9,0.4,-0.4,3.66,1.2371129769371212,3.40452517175483,3.6523741303743185
RP,35,Gavin Stone,,San Francisco,MLB,MLB,10/15/1998,28,USA,6' 1',175 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,15,1,1,1,1,1,15,1,1,1,1,1,14,1,1,1,87,12,Normal,Normal,Normal,43,47,52,55,45,41,46,51,53,44,44,48,53,56,47,46.0,42.0,29.0,39.0,40.0,,34.0,,,,,,6,NEU,95.0,95-97,3/4,Normal,61.0,37.0,1,1,1,18,26,56,17,7,18,26,12,13,20,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,55.1,28,4.55,5.23,-0.2,-0.9,-0.1,4.73,1.1070778390058367,4.027135812528651,4.851001076126578
RP,19,Tomoyuki Sugano,,Baltimore,MLB,MLB,10/11/1989,37,JPN,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,17,1,9,1,1,35,1,18,9,1,1,36,1,17,9,1,1,35,6,1,Normal,Normal,Normal,35,44,80,44,44,33,42,77,41,42,35,46,83,45,46,35.0,,21.0,24.0,31.0,26.0,26.0,,,,,,6,FB,92.0,91-93,3/4,Normal,62.0,69.0,2,2,4,23,42,73,28,14,32,53,2,3,2,5,55,53,0.132,0.145,0.132,1.2,0.124,0.278,0.189,-0.52,-1,-0.7,-8.3,0.0,0.0,0.0,0,0,171.0,72,3.79,4.16,0.1,1.8,3.0,3.62,0.36257307821210066,5.147494476813453,4.330486108870684
RP,48,Justin Topa,,Boston,MLB,MLB,03/07/1991,36,USA,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,7,1,7,1,12,12,1,7,7,1,12,12,1,6,7,1,12,12,69,5,Normal,Normal,Normal,36,65,47,49,76,31,54,45,42,62,40,76,48,52,87,,,,43.0,40.0,,34.0,,,,,,3,NEU,93.0,92-94,3/4,Normal,17.0,49.0,1,2,1,17,24,58,11,6,15,21,12,14,6,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,2,40.2,15,3.32,3.97,-0.2,0.3,0.5,3.84,0.42288546694391366,3.7184382563554808,4.083774876962431
RP,49,J.B. Wendelken,,Philadelphia,MLB,MLB,03/24/1993,34,USA,6' 1',235 lbs,Right,Right,2.5 Stars,2.5 Stars,11,13,4,1,16,10,14,11,5,1,17,11,13,11,4,1,16,10,38,25,Normal,Normal,Normal,46,75,34,54,84,43,65,32,51,73,48,83,35,56,94,54.0,,37.0,52.0,,,,,,,,,3,NEU,95.0,94-96,3/4,Normal,11.0,54.0,-,-,-,15,32,47,17,-,-,-,15,15,20,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,23.0,11,4.3,3.4,0.5,0.3,-0.0,4.81,0.4782606616257993,3.1780538303479458,3.624837095790133
RP,38,Kirby Yates,,Boston,MLB,MLB,03/25/1987,40,USA,5' 10',205 lbs,Left,Right,2.5 Stars,2.5 Stars,13,22,1,1,6,1,21,12,1,1,1,1,23,13,1,1,8,1,26,18,Normal,Pull,Pull,59,62,35,58,65,55,60,34,56,61,63,66,35,60,69,66.0,,,39.0,,80.0,,,,,,,3,NEU,94.0,93-95,3/4,Normal,10.0,26.0,-,-,-,19,26,42,15,-,-,-,15,12,16,22,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0,0.0,-0.3,0.0,0.0,0.0,0,2,55.0,18,2.95,4.81,0.2,-0.3,1.1,4.89,0.18181814876033658,4.02535169073515,4.447944443568043
RP,25,Graham Ashcraft,,Cincinnati,MLB,MLB,02/11/1998,29,USA,6' 2',240 lbs,Left,Right,2.5 Stars,2.5 Stars,3,9,1,1,1,1,8,2,1,1,1,1,9,4,1,1,1,1,34,7,Normal,Pull,Pull,39,51,47,47,54,36,46,45,43,48,42,58,48,51,60,,,,39.0,39.0,,41.0,,,,,,3,NEU,96.0,95-97,3/4,Normal,56.0,52.0,2,2,4,46,35,54,22,28,25,43,17,14,7,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,4,86.1,47,4.9,6.02,-1.6,-1.2,-0.7,4.95,0.6504064285242244,4.467056883858457,5.391645995213661
RP,7,Jose Butto,,San Francisco,MLB,MLB,03/19/1998,29,VEN,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,6,Normal,Normal,Normal,55,53,37,54,53,49,50,36,52,50,60,57,38,57,57,71.0,55.0,,70.0,,,,,,,,,3,NEU,95.0,95-97,3/4,Normal,15.0,29.0,-,-,-,23,28,43,11,29,38,42,11,14,10,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,8.2,10,10.38,12.48,-0.4,-1.0,-0.7,6.88,1.8292660618706564,2.2192034840549946,8.98332238299172
RP,46,Griffin Canning,,Cleveland,MLB,MLB,05/11/1996,31,USA,6' 2',185 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,26,Normal,Spray,Spray,43,46,46,58,44,43,46,46,58,43,43,46,46,58,44,48.0,44.0,39.0,48.0,,,,,,,,,4,NEU,94.0,93-95,OTT,Normal,59.0,58.0,2,2,5,44,17,53,29,27,2,49,14,17,15,29,13,13,0.154,0.154,0.154,0.3,0.135,0.308,0.286,-0.14,0,-0.2,-1.9,0.0,0.0,0.0,0,0,70.2,28,3.57,3.74,0.1,0.5,0.8,2.58,0.8404557207328033,4.26549281841793,4.262945483396469
RP,49,Moises Chace,,Cincinnati,MLB,MLB,06/09/2003,24,VEN,6' 0',175 lbs,Right,Right,2.5 Stars,2.5 Stars,10,13,2,1,1,7,12,9,1,1,1,5,13,10,3,1,1,7,51,11,Normal,Normal,Normal,74,45,36,55,43,83,45,37,53,43,66,45,35,57,42,71.0,69.0,,63.0,,,,,,,,,3,EX FB,93.0,93-95,3/4,Normal,61.0,48.0,2,2,2,24,40,47,15,11,16,29,14,21,9,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,3,5,62.0,43,6.24,6.31,-2.6,-1.1,-0.9,4.35,0.9838708090530953,4.143134726391533,5.752377668114248
RP,61,Enyel De Los Santos,,Toronto,MLB,MLB,12/25/1995,31,DOM,6' 3',235 lbs,Right,Right,2.5 Stars,2.5 Stars,9,13,1,1,1,1,13,9,1,1,1,1,13,9,1,1,1,1,37,7,Normal,Normal,Normal,51,49,47,58,47,45,44,45,53,41,57,52,48,62,50,84.0,,,68.0,,,,,,,,,2,FB,97.0,96-98,3/4,Power,17.0,57.0,1,1,1,21,27,53,25,1,1,1,15,19,13,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,1,62.1,28,4.04,3.97,0.5,0.2,0.1,3.3,0.273751968800005,4.144720769547168,4.068256498621349
RP,14,Jakob Junis,,Atlanta,MLB,MLB,09/16/1992,35,USA,6' 2',220 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,22,7,1,1,1,1,23,9,2,1,1,1,21,5,1,45,35,Flyball,Normal,Normal,46,45,70,51,43,43,41,65,47,39,50,47,74,53,45,46.0,44.0,,55.0,,,,,,,,,3,EX FB,92.0,91-93,3/4,Finesse,28.0,58.0,-,-,-,15,29,57,21,-,-,-,18,15,23,24,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0,-0.0,-0.8,0.0,0.0,0.0,0,0,91.2,45,4.42,3.6,-1.0,1.2,0.0,3.48,0.30701751019544843,4.523960130562548,3.770141140384538
RP,23,Mitch Keller,,Pittsburgh,MLB,MLB,04/04/1996,31,USA,6' 3',210 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,11,Normal,Normal,Normal,44,44,50,47,43,43,42,49,45,41,45,45,50,49,44,51.0,,39.0,44.0,,,38.0,,,,,,4,EX FB,95.0,94-96,3/4,Normal,65.0,45.0,2,2,1,15,21,49,21,24,20,49,22,11,23,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,21,5,78.1,32,3.68,4.58,3.0,-0.6,0.3,4.06,0.8322662186598953,4.370712874773608,4.8214038191254085
RP,57,Garrett McDaniels,,Los Angeles,MLB,MLB,12/15/1999,27,USA,6' 2',180 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,1,Normal,Pull,Pull,49,55,44,50,56,61,65,47,56,70,46,50,44,47,51,,50.0,,58.0,61.0,,,,,,,,3,EX GB,94.0,93-95,3/4,GB'er,22.0,58.0,1,1,5,34,39,69,12,16,6,26,22,19,23,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,2,32.1,18,5.01,5.58,-0.8,-0.5,-0.3,4.48,0.6853580419445351,3.4995332823830174,4.7591889099056
RP,38,Tylor Megill,,New York,MLB,MLB,07/28/1995,32,USA,6' 7',230 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,6,Normal,Normal,Normal,51,46,44,45,46,49,44,43,44,44,53,46,44,46,47,72.0,,37.0,53.0,,42.0,48.0,,,,,,5,FB,97.0,96-98,3/4,Power,44.0,37.0,1,1,2,13,19,46,36,28,26,31,4,13,2,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0.0,-0.2,0.0,0.0,0.0,2,0,72.1,28,3.48,3.11,0.2,1.1,0.7,3.63,0.6102634382436286,4.291828366755733,3.592210150130896
RP,33,A.J. Minter,,Kansas City,MLB,MLB,09/02/1993,34,USA,6' 0',215 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,31,24,Normal,Normal,Normal,53,45,51,45,45,54,45,52,44,45,53,45,50,45,45,64.0,43.0,,,,,58.0,,,,,,3,EX FB,95.0,94-96,3/4,Normal,18.0,65.0,4,4,4,18,48,64,21,35,34,16,18,16,11,38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,4,26.2,24,8.1,4.9,-1.4,-0.3,-1.8,3.79,0.6870226385409777,3.3032169733019514,4.696499852625615
RP,63,Penn Murfee,,Houston,MLB,MLB,05/02/1994,33,USA,6' 2',195 lbs,Right,Right,2.5 Stars,2.5 Stars,18,24,11,1,12,14,24,18,12,1,13,14,23,17,11,1,12,13,39,43,Normal,Pull,Pull,45,48,49,46,49,36,40,45,37,41,52,57,53,52,59,40.0,,,48.0,,,,,,,,,2,NEU,90.0,89-91,SIDE,Normal,18.0,40.0,3,3,2,19,60,64,56,47,49,54,14,14,12,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,16.2,1,0.54,2.24,0.6,0.4,0.8,3.42,1.1111104252404784,2.8449093838194073,3.3157889097198625
RP,17,Bailey Ober,,Minnesota,MLB,MLB,07/12/1995,32,USA,6' 9',255 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,28,12,Normal,Spray,Spray,49,40,62,52,37,47,38,61,51,34,51,42,63,53,38,49.0,50.0,42.0,50.0,,,,,,,,,4,EX FB,92.0,91-93,3/4,Normal,55.0,41.0,3,3,5,24,52,50,31,3,3,3,5,6,16,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0,0.0,-0.2,0.0,0.0,0.0,1,3,81.1,34,3.76,3.95,-0.0,0.3,0.6,3.07,0.6781750088563491,4.407938016458383,4.141651921258046
RP,24,Johan Oviedo,,Pittsburgh,MLB,MLB,03/02/1998,29,CUB,6' 5',205 lbs,Right,Right,2.5 Stars,2.5 Stars,13,1,11,1,1,24,1,13,11,1,1,25,1,13,11,1,1,23,56,39,Normal,Spray,Spray,49,48,46,58,47,46,46,45,55,44,52,50,47,60,48,66.0,,46.0,60.0,,,,,,,,,3,FB,96.0,95-97,3/4,Power,56.0,51.0,2,2,4,28,51,50,23,3,3,3,22,16,22,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,3,72.1,35,4.35,3.72,-0.5,0.4,-0.4,4.51,0.7766989214009818,4.291828366755733,4.059110639095654
RP,23,David Peterson,,Tampa Bay,MLB,MLB,09/03/1995,32,USA,6' 6',230 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,5,1,1,1,1,1,4,1,1,1,1,1,6,1,1,1,54,44,Normal,Normal,Normal,46,48,42,43,50,51,53,43,46,57,45,46,41,41,48,48.0,42.0,36.0,40.0,48.0,,,,,,,,5,NEU,93.0,92-94,3/4,Normal,60.0,56.0,1,1,1,29,20,56,29,3,3,3,19,10,19,30,13,12,0.25,0.231,0.333,1.1,0.231,0.564,0.375,0.06,0,-0.1,-0.7,0.0,-0.4,-0.4,0,0,68.2,30,3.93,5.16,-0.5,-0.6,0.6,4.54,0.8797652668965884,4.237000862623624,4.783039604348069
RP,55,Ryan Pressly,,St. Louis,MLB,MLB,12/15/1988,38,USA,6' 3',205 lbs,Right,Right,2.5 Stars,2.5 Stars,12,20,1,1,1,1,20,12,1,1,1,1,19,11,1,1,1,1,54,36,Normal,Spray,Spray,43,50,54,49,51,40,48,53,45,49,45,53,55,51,55,41.0,,47.0,45.0,,,,,,,,,3,EX GB,91.0,90-92,3/4,GB'er,11.0,49.0,-,-,-,21,18,45,11,-,-,-,16,16,15,17,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,-0.1,-0.3,0.0,0.0,0.0,2,0,68.1,38,5.0,4.89,-0.6,-0.6,-0.6,4.27,0.16152714221334183,4.235554730773624,4.504766791459174
