POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU vL,MOV vL,CON vL.1,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR.1,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP.1,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA.1,WAR.1,rWAR,SIERA,Predicted_XGB
SP,21,Jackson Jobe,,Detroit,MLB,MLB,07/30/2002,28,USA,6' 2',200 lbs,Right,Right,3.5 Stars,4.0 Stars,9,4,1,1,2,11,5,10,1,1,5,12,3,9,1,1,1,11,54,10,Normal,Normal,Normal,49,54,74,65,51,46,50,72,61,48,51,58,76,68,56,75.0,49.0,,67.0,,,46.0,,,,,,4,EX FB,97.0,97-99,3/4,Power,54.0,42.0,2,2,1,30,13,39,19,9,9,15,38,22,31,50,55,54,0.074,0.073,0.111,0.6,0.077,0.184,0.111,-1.23,-3,-0.7,-10.3,0.0,0.0,0.0,0,0,193.2,69,3.21,2.98,0.7,5.1,4.2,3.1,5.077399
SP,35,Paul Skenes,,San Francisco,MLB,MLB,05/29/2002,28,USA,6' 6',240 lbs,Right,Right,3.5 Stars,3.5 Stars,29,38,33,44,25,19,38,30,34,45,26,19,38,29,33,43,25,18,32,16,Groundball,Ex. Pull,Pull,59,55,59,60,53,56,51,58,58,50,62,56,60,61,55,100.0,59.0,55.0,100.0,,,,,,,,,4,NEU,98.0,98-100,3/4,Power,47.0,40.0,36,39,64,21,37,62,17,28,24,60,18,18,19,33,13,13,0.154,0.154,0.154,0.4,0.135,0.308,0.222,-0.35,0,-0.1,-1.8,0.0,-0.0,-0.0,0,0,193.1,65,3.03,3.12,1.6,4.5,5.0,2.8,4.1932893
SP,55,Carlos Rodón,,Chicago,MLB,MLB,12/10/1992,37,USA,6' 3',230 lbs,Left,Left,3.0 Stars,3.0 Stars,1,1,1,1,12,1,1,1,1,1,10,1,1,1,1,1,12,1,26,7,Flyball,Normal,Normal,63,48,56,49,48,71,49,57,51,49,61,47,56,48,47,100.0,44.0,63.0,100.0,,,58.0,,,,,,5,FB,100.0,99-101,3/4,Power,54.0,44.0,1,1,4,17,34,51,8,28,17,59,12,13,12,24,53,50,0.06,0.094,0.08,0.6,0.083,0.174,0.12,-0.93,-3,-0.7,-10.0,0.0,0.0,0.0,0,0,186.2,71,3.42,3.22,1.5,4.8,5.0,2.52,4.7172356
SP,51,Chris Sale,,Washington,MLB,MLB,03/30/1989,41,USA,6' 6',180 lbs,Left,Left,3.0 Stars,3.0 Stars,3,1,1,1,1,6,1,1,1,1,1,4,1,4,1,1,1,7,46,25,Normal,Normal,Normal,50,59,77,46,68,70,87,91,54,100,46,53,72,43,60,72.0,,,67.0,,,,,55.0,,,,3,NEU,94.0,93-95,SIDE,Normal,62.0,69.0,-,-,-,19,69,48,21,-,-,-,17,15,19,21,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,-2,-0.5,-3.8,0.0,0.0,0.0,0,0,201.2,78,3.48,2.84,1.0,6.0,4.3,2.91,5.8420725
SP,57,Drew Rasmussen,,Atlanta,MLB,MLB,07/27/1995,35,USA,6' 1',200 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,10,1,1,1,1,1,10,1,1,1,1,1,9,80,5,Normal,Normal,Normal,46,55,80,54,55,40,48,73,49,48,51,61,87,58,62,72.0,,,56.0,50.0,,,,,,,,3,NEU,97.0,96-98,3/4,Power,55.0,64.0,1,1,1,26,21,31,13,12,26,5,18,17,15,21,10,10,0.1,0.1,0.1,0.1,0.088,0.2,0.25,-0.22,0,-0.2,-1.8,0.0,0.0,0.0,0,0,211.2,71,3.02,3.53,2.3,4.2,6.1,3.48,4.112725
SP,4,Christian Lopez,,Cincinnati,MLB,MLB,07/06/2006,24,MEX,6' 2',200 lbs,Left,Left,3.0 Stars,3.5 Stars,12,14,2,1,1,12,16,14,5,1,1,13,14,12,1,1,1,12,34,17,Normal,Normal,Normal,83,55,43,55,55,95,61,43,58,62,79,53,42,54,53,60.0,70.0,,82.0,,,39.0,,,,,,4,NEU,92.0,91-93,3/4,Normal,64.0,64.0,1,1,1,30,36,53,18,13,16,26,26,19,19,26,11,9,0.111,0.273,0.111,0.5,0.205,0.384,0.2,-0.1,0,-0.1,-1.1,0.0,-0.1,-0.1,0,0,167.2,99,5.31,4.58,-2.6,2.1,1.3,3.0,2.0637023
SP,15,Quinn Priester,,Boston,MLB,MLB,09/15/2000,30,USA,6' 3',200 lbs,Right,Right,3.0 Stars,3.0 Stars,9,12,10,7,1,2,12,9,11,8,1,3,12,9,10,6,1,2,59,5,Normal,Pull,Pull,44,59,57,54,61,44,58,56,53,60,45,60,57,54,62,48.0,45.0,42.0,40.0,48.0,,37.0,,,,,,6,GB,95.0,94-96,OTT,GB'er,55.0,48.0,3,3,4,39,23,70,23,35,41,62,50,43,38,47,49,48,0.062,0.082,0.125,0.5,0.091,0.207,0.071,-0.93,-2,-0.7,-9.1,0.0,-0.2,-0.2,0,0,185.2,72,3.49,3.75,1.8,3.5,4.7,3.88,3.5836937
SP,55,Cole Ragans,,New York,MLB,MLB,12/12/1997,32,USA,6' 4',190 lbs,Left,Left,3.0 Stars,3.0 Stars,1,1,4,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,95,7,Normal,Normal,Normal,59,53,44,56,52,58,52,45,56,52,59,53,44,56,52,86.0,81.0,55.0,70.0,,,67.0,,,,,,5,EX FB,96.0,95-97,OTT,Power,73.0,59.0,1,1,1,13,40,54,3,10,13,6,16,12,14,20,50,46,0.13,0.18,0.13,1.5,0.147,0.31,0.286,-0.73,0,-0.5,-6.7,0.0,-0.2,-0.2,0,0,193.1,70,3.26,3.64,2.0,3.8,5.2,3.07,3.8328114
SP,62,Logan Webb,,St. Louis,MLB,MLB,11/18/1996,33,USA,6' 1',210 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,9,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,59,11,Normal,Spray,Spray,35,70,71,53,77,33,66,70,52,73,36,72,72,55,80,34.0,41.0,,33.0,42.0,,27.0,,,,,,5,EX GB,92.0,91-93,OTT,GB'er,55.0,45.0,1,1,2,24,19,31,2,23,12,46,15,14,16,26,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,-1,-0.2,-2.5,0.0,0.0,0.0,0,0,180.2,74,3.69,3.33,0.2,4.0,3.3,3.38,4.0922422
SP,7,Manuel Moreno,,Milwaukee,MLB,MLB,10/23/2006,23,PAN,6' 1',185 lbs,Right,Right,3.0 Stars,3.0 Stars,1,10,2,1,1,1,8,1,3,1,1,1,10,2,2,1,1,1,42,17,Normal,Normal,Normal,57,53,58,53,53,57,53,58,53,54,57,53,58,53,53,46.0,79.0,62.0,,31.0,,,,,,,,4,EX GB,90.0,89-91,3/4,GB'er,55.0,56.0,1,-,1,29,34,50,18,10,19,30,18,3,9,23,7,7,0.286,0.286,0.286,0.6,0.251,0.571,0.667,-0.01,0,0.1,-0.3,0.0,0.1,0.1,0,0,88.2,42,4.26,4.47,0.0,0.8,1.2,3.33,0.9972479
SP,18,Thomas White,,Miami,MLB,MLB,09/29/2004,26,USA,6' 5',200 lbs,Left,Left,3.0 Stars,3.0 Stars,2,1,13,1,1,5,1,2,13,1,1,5,1,2,13,1,1,5,44,22,Normal,Normal,Normal,61,57,48,52,58,60,56,47,52,57,62,57,48,53,59,100.0,77.0,100.0,,,,,,,,,,3,NEU,96.0,95-97,3/4,Power,55.0,72.0,2,2,2,21,23,68,9,14,15,31,16,22,10,14,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,-1,-0.4,-2.8,0.0,0.0,0.0,0,0,180.1,95,4.74,4.2,-2.1,2.1,1.0,3.77,2.0198095
SP,54,Max Fried,,Baltimore,MLB,MLB,01/18/1994,36,USA,6' 4',190 lbs,Left,Left,3.0 Stars,3.0 Stars,12,9,13,1,13,17,8,11,12,1,12,15,10,12,14,1,13,18,66,15,Normal,Normal,Normal,43,53,49,41,61,46,57,51,44,66,43,52,49,41,59,46.0,40.0,53.0,40.0,42.0,,38.0,,,,,,6,GB,93.0,92-94,3/4,GB'er,57.0,88.0,-,-,-,27,50,58,14,27,38,47,16,15,18,23,47,46,0.13,0.128,0.13,0.6,0.112,0.258,0.273,-0.95,-2,-0.6,-7.6,0.0,0.2,0.2,0,0,167.2,54,2.9,3.05,1.3,4.4,4.8,3.54,4.357294
SP,46,Jackson Humphries,,Milwaukee,MLB,MLB,07/20/2004,26,USA,6' 1',200 lbs,Right,Left,3.0 Stars,3.0 Stars,1,4,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,24,49,Normal,Spray,Normal,56,56,49,56,56,59,59,50,58,60,55,54,49,55,54,84.0,39.0,100.0,90.0,,,,,,,,,4,NEU,96.0,95-97,3/4,Power,48.0,49.0,1,1,1,23,25,17,16,30,26,27,21,10,20,34,7,6,0.167,0.286,0.167,0.2,0.228,0.452,0.333,-0.07,0,-0.2,-0.5,0.0,0.0,0.0,0,0,174.0,74,3.83,4.15,-0.8,2.2,2.8,3.78,2.3315911
SP,9,Jack McKernan,,Cincinnati,MLB,MLB,03/02/2007,23,USA,6' 1',195 lbs,Left,Left,3.0 Stars,3.0 Stars,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,18,26,Flyball,Normal,Normal,50,59,57,52,61,59,72,60,58,79,48,55,56,50,58,,58.0,,62.0,62.0,,,,,,,,3,NEU,92.0,91-93,3/4,Normal,46.0,62.0,1,1,1,50,49,46,31,41,48,37,37,39,38,36,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,-1,-0.1,-3.5,0.0,-0.1,-0.1,0,0,171.0,55,2.89,3.62,1.6,4.1,5.3,3.34,4.142695
SP,36,Brandon Pfaadt,,Seattle,MLB,MLB,10/15/1998,31,USA,6' 4',215 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,14,1,6,1,1,1,14,1,7,1,1,1,14,1,6,1,48,15,Normal,Normal,Normal,47,50,68,51,50,44,48,65,48,48,49,53,72,53,53,58.0,48.0,36.0,52.0,46.0,,,,,,,,5,NEU,94.0,93-95,3/4,Normal,52.0,46.0,2,2,1,31,13,44,21,6,11,18,22,18,2,58,64,61,0.098,0.109,0.115,0.9,0.099,0.224,0.171,-1.21,-3,-0.9,-10.6,0.0,0.2,0.2,0,0,201.2,70,3.12,3.66,1.9,3.4,4.9,3.03,3.3014894
SP,3,Javier Bartolozzi,,Los Angeles,MLB,MLB,04/14/2005,25,VEN,6' 4',200 lbs,Right,Right,3.0 Stars,3.0 Stars,9,14,5,1,1,1,12,7,8,1,1,1,14,9,3,1,1,1,50,14,Normal,Normal,Normal,52,60,52,54,62,53,61,52,55,64,51,59,52,53,60,53.0,87.0,80.0,,,,,,,,,,3,FB,92.0,91-93,3/4,Normal,47.0,51.0,1,-,2,25,37,49,19,10,15,24,22,1,14,47,7,7,0.143,0.143,0.143,0.2,0.125,0.286,0.25,-0.23,0,-0.1,-1.1,0.0,0.0,0.0,0,0,184.0,100,4.89,3.88,-0.9,3.1,1.0,3.31,3.014706
SP,77,Luis Garcia,,New York,MLB,MLB,12/13/1996,33,VEN,6' 1',230 lbs,Right,Right,3.0 Stars,3.0 Stars,9,6,1,1,1,11,7,10,1,1,1,12,5,9,1,1,1,11,21,17,Normal,Normal,Normal,55,51,49,57,50,53,50,49,56,49,56,51,49,57,50,73.0,50.0,58.0,58.0,,,62.0,,,,,,5,NEU,95.0,94-96,3/4,Normal,57.0,51.0,3,3,2,25,27,52,14,6,18,20,5,7,2,12,50,49,0.122,0.12,0.204,1.3,0.136,0.324,0.167,-0.56,-1,-0.4,-7.2,0.0,-0.1,-0.1,0,0,184.2,76,3.7,3.87,0.3,3.1,3.6,3.23,3.0365987
SP,13,Vinny Lopes,,San Francisco,MLB,MLB,09/29/2009,21,PAN,6' 1',180 lbs,Right,Right,3.0 Stars,4.0 Stars,10,17,1,1,1,1,19,12,1,6,3,1,16,10,1,1,1,1,35,4,Normal,Normal,Pull,88,50,40,56,48,73,48,39,55,46,100,51,41,58,50,100.0,81.0,,,89.0,,,,,,,,3,NEU,100.0,99-101,3/4,Power,49.0,73.0,3,1,4,25,24,35,12,46,40,40,13,9,4,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,64.0,22,3.09,3.21,0.7,1.4,1.3,2.19,1.5014424
SP,13,Noah Schultz,,Chicago,MLB,MLB,08/05/2003,27,USA,6' 9',220 lbs,Left,Left,3.0 Stars,3.0 Stars,2,1,1,1,1,10,1,2,1,1,1,10,1,2,1,1,1,10,55,51,Normal,Normal,Normal,57,53,50,49,55,67,63,51,57,67,53,49,50,45,50,87.0,50.0,,98.0,61.0,,,,,,,,4,GB,97.0,96-98,SIDE,Power,55.0,52.0,1,1,1,49,49,42,54,26,20,20,28,21,6,23,59,56,0.054,0.102,0.054,0.3,0.081,0.155,0.077,-1.12,-4,-0.8,-11.3,0.0,0.0,0.0,0,0,179.2,67,3.36,3.96,0.7,2.9,4.5,3.26,2.9271233
SP,18,Yoshinobu Yamamoto,,Los Angeles,MLB,MLB,08/17/1998,32,JPN,5' 10',185 lbs,Right,Right,3.0 Stars,3.0 Stars,8,14,1,1,23,1,14,9,1,1,25,1,14,8,1,1,23,1,33,11,Normal,Normal,Normal,51,54,62,70,50,49,52,61,67,49,52,55,62,71,51,67.0,,49.0,40.0,39.0,50.0,48.0,,,,,,6,NEU,97.0,96-98,3/4,Power,54.0,61.0,1,1,2,35,32,62,8,10,12,30,6,7,15,1,8,8,0.125,0.125,0.125,0.0,0.11,0.25,0.333,-0.21,0,-0.1,-1.3,0.0,0.0,0.0,0,0,204.2,105,4.62,4.55,-0.7,1.8,2.1,3.4,1.8606669
SP,43,Nate Brittain,,Atlanta,MLB,MLB,06/03/2005,25,USA,6' 4',200 lbs,Right,Right,3.0 Stars,3.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,37,Normal,Spray,Spray,51,57,53,56,57,49,54,52,54,55,53,59,53,57,60,63.0,36.0,97.0,79.0,,,,,,,,,4,NEU,95.0,94-96,3/4,Normal,41.0,27.0,1,1,1,26,25,19,30,35,31,38,9,9,14,6,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-1,-0.4,-3.3,0.0,0.0,0.0,0,0,194.2,69,3.19,4.19,1.4,2.2,4.7,3.64,2.1717296
SP,14,Humberto Cruz,,San Diego,MLB,MLB,12/18/2006,23,MEX,6' 1',185 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,21,Normal,Normal,Normal,44,53,77,57,52,42,50,73,54,50,46,57,79,59,56,38.0,79.0,,48.0,,,,,,,,,3,NEU,88.0,88-90,3/4,Normal,77.0,56.0,1,-,2,32,25,51,7,15,22,21,1,4,22,16,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-1,-0.5,-3.0,0.0,0.0,0.0,0,0,204.0,92,4.06,3.48,-0.7,4.2,2.3,3.54,4.124388
SP,27,Victor Juarez,,Detroit,MLB,MLB,06/19/2003,27,MEX,6' 0',180 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,47,6,Normal,Normal,Normal,49,56,52,48,60,47,54,51,47,58,51,59,53,49,62,47.0,81.0,49.0,50.0,21.0,,,,,,,,5,GB,94.0,93-95,3/4,GB'er,51.0,50.0,1,2,2,29,34,52,17,6,14,22,10,13,19,24,56,54,0.111,0.143,0.167,1.1,0.139,0.31,0.192,-0.54,-1,-0.4,-7.6,0.0,0.3,0.3,0,0,173.1,65,3.38,3.3,0.9,3.8,4.0,3.5,3.716747
SP,35,Michael Kennedy,,Cleveland,MLB,MLB,11/30/2004,25,USA,6' 1',200 lbs,Left,Left,3.0 Stars,3.0 Stars,8,1,1,1,1,12,1,8,1,1,1,12,1,8,1,1,1,12,14,38,Normal,Pull,Normal,49,50,69,56,49,55,56,74,60,55,48,49,68,55,48,61.0,48.0,,63.0,,,,,,,,,3,NEU,93.0,92-94,3/4,Normal,55.0,66.0,1,1,1,26,17,21,25,23,23,25,16,11,13,26,53,53,0.057,0.057,0.057,0.1,0.05,0.113,0.097,-1.56,-5,-1.2,-11.3,0.0,0.2,0.2,0,0,189.2,100,4.75,4.07,-1.1,2.5,1.7,2.92,2.5712056
SP,51,Freddy Peralta,,Milwaukee,MLB,MLB,06/04/1996,34,DOM,5' 11',190 lbs,Right,Right,3.0 Stars,3.0 Stars,1,1,1,1,16,1,1,1,1,1,16,1,1,1,1,1,16,1,11,24,Normal,Normal,Normal,58,50,46,59,49,54,49,46,58,48,60,52,47,61,50,100.0,73.0,49.0,74.0,,,,,,,,,4,FB,96.0,95-97,3/4,Power,54.0,70.0,1,2,2,22,17,43,12,7,19,24,14,9,13,35,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,0,-0.2,-1.8,0.0,0.0,0.0,0,0,162.0,65,3.61,4.53,-0.3,1.3,3.4,3.56,1.3772982
SP,45,Taj Bradley,,Tampa Bay,MLB,MLB,03/20/2001,29,USA,6' 2',200 lbs,Right,Right,3.0 Stars,3.0 Stars,11,5,2,1,1,16,6,12,3,1,1,17,5,11,2,1,1,16,52,44,Normal,Normal,Normal,57,48,50,57,46,58,48,50,58,46,55,47,50,56,45,83.0,,57.0,,,55.0,71.0,,,,,,4,FB,96.0,96-98,OTT,Power,55.0,46.0,1,1,4,25,31,46,3,26,32,42,19,15,12,29,48,47,0.277,0.271,0.298,4.0,0.245,0.569,0.419,-0.16,3,0.1,-2.1,0.0,-0.5,-0.5,0,0,191.0,88,4.15,4.1,0.5,2.0,2.3,3.25,2.1006925
SP,5,Walin Castillo,,St. Louis,MLB,MLB,01/02/2005,25,DOM,6' 3',180 lbs,Right,Right,3.0 Stars,3.0 Stars,3,5,1,1,1,2,5,3,1,1,1,2,5,3,1,1,1,2,38,13,Normal,Normal,Normal,46,77,49,59,84,46,77,48,60,83,47,77,49,59,84,60.0,47.0,77.0,,,,,,,,,,3,NEU,93.0,92-94,3/4,Normal,39.0,37.0,1,1,1,29,24,53,15,8,14,22,17,12,13,28,8,8,0.125,0.125,0.125,0.0,0.11,0.25,0.2,-0.26,0,-0.1,-1.3,0.0,0.0,0.0,0,0,147.0,74,4.53,4.32,-1.2,1.3,1.0,3.83,1.3257806
SP,34,Luis De Avila,,New York,MLB,MLB,05/29/2001,29,COL,5' 9',200 lbs,Left,Left,3.0 Stars,3.0 Stars,1,10,1,1,1,1,9,1,1,1,1,1,11,1,1,1,1,1,35,20,Normal,Pull,Pull,42,61,51,50,67,45,70,53,54,79,41,59,50,48,64,44.0,38.0,,41.0,49.0,,36.0,,,,,,5,GB,94.0,93-95,3/4,GB'er,64.0,37.0,-,-,-,10,6,18,3,24,8,43,28,16,29,49,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,-2,-0.5,-4.8,0.0,0.0,0.0,0,0,65.1,33,4.55,2.63,0.1,2.2,0.3,3.1,2.511515
SP,20,Yordanny Monegro,,Toronto,MLB,MLB,10/14/2002,27,DOM,6' 4',195 lbs,Right,Right,3.0 Stars,3.0 Stars,10,14,1,1,1,2,15,10,3,1,2,1,14,10,1,1,1,3,52,12,Normal,Normal,Normal,63,49,46,58,47,59,47,45,57,45,69,50,46,59,49,70.0,71.0,81.0,84.0,,,,,,11.0,,,5,NEU,94.0,93-95,3/4,Normal,44.0,52.0,1,2,1,27,23,49,24,7,12,13,13,14,13,33,46,45,0.111,0.109,0.111,0.5,0.095,0.22,0.238,-0.86,-2,-0.7,-8.0,0.0,-0.2,-0.2,0,0,160.1,63,3.54,3.11,0.2,4.1,3.0,2.77,4.003201
SP,4,Sandy Alcantara,,San Diego,MLB,MLB,09/07/1995,35,DOM,6' 5',200 lbs,Right,Right,2.5 Stars,2.5 Stars,5,9,1,1,19,2,10,7,1,1,19,4,9,5,1,1,19,1,40,3,Normal,Normal,Normal,41,47,86,41,50,38,45,80,38,47,44,50,90,44,53,55.0,39.0,,45.0,43.0,,,,,,,,4,EX GB,98.0,97-99,3/4,Power,49.0,53.0,1,1,1,22,25,65,22,6,20,20,15,13,18,14,7,7,0.429,0.429,0.429,1.3,0.376,0.857,0.5,0.02,1,-0.0,0.4,0.0,0.1,0.1,0,0,167.2,93,4.99,3.35,-1.4,3.6,0.4,3.5,3.4354002
SP,66,Brayan Bello,,Boston,MLB,MLB,05/17/1999,31,DOM,6' 1',195 lbs,Right,Right,2.5 Stars,2.5 Stars,11,8,17,1,1,14,8,11,17,1,1,15,7,11,17,1,1,14,65,5,Normal,Normal,Normal,47,55,46,46,60,42,49,45,42,53,51,61,47,50,67,52.0,48.0,,55.0,59.0,,,,,,,,4,NEU,96.0,95-97,3/4,Power,57.0,57.0,3,3,1,26,32,56,26,8,13,10,18,3,17,34,51,50,0.18,0.196,0.2,1.7,0.176,0.396,0.36,-0.35,0,-0.4,-6.0,0.0,-0.7,-0.7,0,0,169.2,79,4.19,4.08,-0.1,2.5,3.0,3.79,2.5924478
SP,39,Corbin Burnes,,Arizona,MLB,MLB,10/22/1994,35,USA,6' 3',235 lbs,Right,Right,2.5 Stars,2.5 Stars,9,8,1,1,2,10,9,10,1,1,3,11,8,9,1,1,2,10,34,5,Normal,Normal,Normal,41,50,59,34,59,39,48,58,32,56,42,50,59,35,61,,29.0,47.0,41.0,43.0,,48.0,,,,,,5,GB,94.0,93-95,3/4,GB'er,45.0,39.0,3,3,2,24,41,49,36,5,25,24,15,13,23,26,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-1,-0.4,-2.5,0.0,0.0,0.0,0,0,170.0,70,3.71,3.74,0.6,2.6,3.4,3.38,2.5660305
SP,51,Gary Gill Hill,,Colorado,MLB,MLB,09/20/2004,26,USA,6' 2',175 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,37,Normal,Normal,Normal,49,50,57,52,50,45,46,54,47,46,53,54,59,55,54,54.0,38.0,,69.0,59.0,,,,,,,,4,NEU,94.0,93-95,3/4,Normal,55.0,48.0,1,1,1,45,40,44,36,30,48,44,44,26,57,29,17,17,0.059,0.059,0.059,0.1,0.052,0.118,0.143,-0.34,-1,-0.2,-3.8,0.0,0.0,0.0,0,0,195.1,97,4.47,4.49,0.0,2.3,3.6,3.79,2.3682284
SP,17,Josh Hartle,,Cleveland,MLB,MLB,03/24/2003,27,USA,6' 5',200 lbs,Left,Left,2.5 Stars,2.5 Stars,8,10,11,11,1,2,10,6,10,10,1,1,11,8,11,11,1,3,25,30,Normal,Pull,Pull,41,50,56,54,50,47,63,60,62,64,38,49,54,52,48,,43.0,,43.0,46.0,,44.0,,,,,,4,GB,92.0,91-93,SIDE,GB'er,62.0,64.0,2,2,1,25,22,60,15,28,40,54,26,19,14,37,58,57,0.088,0.103,0.14,0.9,0.108,0.244,0.121,-0.8,-2,-0.4,-9.6,0.0,0.5,0.5,0,0,193.0,52,2.42,3.32,3.3,4.5,7.1,3.99,4.4653826
SP,8,Eli Jones,,Minnesota,MLB,MLB,06/17/2003,27,USA,6' 1',200 lbs,Right,Right,2.5 Stars,3.0 Stars,5,1,1,1,1,12,1,5,1,1,1,12,1,5,1,1,1,12,36,49,Flyball,Spray,Pull,38,56,83,55,56,35,50,77,51,49,40,61,88,58,63,47.0,17.0,,43.0,37.0,,,,,,,,4,EX GB,93.0,92-94,3/4,GB'er,67.0,40.0,1,1,1,45,46,48,41,24,25,17,41,43,27,32,61,61,0.23,0.23,0.23,2.8,0.201,0.459,0.311,-0.32,1,-0.5,-5.3,0.0,-1.7,-1.7,0,0,185.1,91,4.42,4.03,-1.2,2.4,1.4,3.87,2.3902295
SP,11,Roki Sasaki,,Los Angeles,MLB,MLB,11/03/2001,28,JPN,6' 2',195 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,3,1,1,1,1,1,6,1,1,1,1,1,2,18,4,Normal,Normal,Normal,58,49,49,59,47,51,46,48,56,44,63,50,49,61,48,100.0,,,98.0,,77.0,,,,,,,3,FB,99.0,98-100,3/4,Power,59.0,64.0,1,1,1,17,20,31,14,6,7,1,3,4,10,2,17,16,0.0,0.059,0.0,0.0,0.04,0.059,0.0,-0.27,-1,-0.2,-3.7,0.0,0.0,0.0,0,0,192.2,75,3.5,4.01,0.9,2.9,4.4,3.66,2.5316029
SP,98,Will Warren,,Arizona,MLB,MLB,06/16/1999,31,USA,6' 2',195 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,4,1,2,1,4,1,6,1,1,1,1,1,3,55,27,Flyball,Spray,Pull,50,53,51,51,54,46,49,50,47,49,54,58,52,53,59,49.0,46.0,,48.0,66.0,,39.0,,,,,,5,GB,94.0,93-95,3/4,GB'er,50.0,39.0,1,1,1,25,19,39,16,23,14,19,23,20,31,16,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-1,-0.2,-3.0,0.0,-0.0,-0.0,0,0,164.1,85,4.66,3.61,-1.5,2.8,1.0,3.29,2.7984645
SP,46,Trey Yesavage,,Toronto,MLB,MLB,07/28/2003,27,USA,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,54,Flyball,Pull,Normal,57,45,57,57,43,55,45,57,56,42,58,46,58,58,43,74.0,61.0,80.0,61.0,,,,,,,,,4,NEU,94.0,93-95,3/4,Normal,49.0,40.0,1,1,1,27,27,28,29,53,36,44,23,25,16,29,52,49,0.122,0.154,0.122,1.1,0.129,0.276,0.231,-0.56,-1,-0.6,-7.6,0.0,0.1,0.1,0,0,174.0,76,3.93,3.63,-0.4,3.2,2.5,3.03,3.199588
SP,15,Cam Caminiti,,Atlanta,MLB,MLB,08/08/2006,24,USA,6' 2',200 lbs,Left,Left,2.5 Stars,2.5 Stars,45,58,55,56,38,35,53,43,51,51,36,34,59,46,56,57,39,35,46,38,Line Drive,Pull,Pull,53,47,55,51,46,57,49,56,52,48,52,46,55,50,45,70.0,36.0,88.0,61.0,,,,,,,,,4,NEU,94.0,93-95,3/4,Normal,56.0,61.0,1,1,1,31,40,45,26,55,51,64,57,48,55,65,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0,-0.0,-1.3,0.0,0.0,0.0,0,0,117.1,46,3.53,4.04,0.3,1.6,2.4,3.01,1.7098305
