//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,Nation,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vL,CON vR,GAP vR,POW vR,EYE vR,K vR,BA vR,GB Hitter Type,FB Hitter Type,BattedBallType,SPE,Steal Rate,STE,Baserunning,BUN,BFH,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,IF RNG,IF ERR,IF ARM,TDP,C ABI,C FRM,C ARM,OF RNG,OF ERR,OF ARM,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,Unnamed: 121,Raw_Rating_C,Rating_C,Raw_Rating_1B,Rating_1B,Raw_Rating_2B,Rating_2B,Raw_Rating_3B,Rating_3B,Raw_Rating_SS,Rating_SS,Raw_Rating_LF,Rating_LF,Raw_Rating_CF,Rating_CF,Raw_Rating_RF,Rating_RF,Raw_Rating_All_Positions,Rating_All_Positions
Rookie Sensation SP Bob Moose PIT 1968,71557,94,3,,,,1968,N,Pittsburgh Pirates,PIT,Moose,Bob,,The United States,38,9,10,1947,1,1,1,11,5,9,5,10,4,3,4,5,9,7,2,2,6,11,4,11,5,4,0,0,0,5,4,6,5,25,56,78,107,77,106,109,65,88,64,83,100,94,127,93,133,116,71,78,0,99,0,0,0,0,50,0,65,0,62,65,1,90-92,3,183,27,16,22,23,0,0,0,7,4,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,50,0,0,moosebo01,0,4566,4706,16558,2025-03-14,,4.4274829234777755,2.636570428371505,6.255754263672955,3.3515086513834063,17.127270141665065,10.42876321126326,8.401828440539846,3.0914523106501988,14.19750014139319,7.456675771710173,5.856859666869572,3.301295482065861,6.654581245128901,3.7832262018332976,6.183599904596481,3.844025408969482,6.558409248276674,3.2651512962367053
Snapshot RP Wilcy Moore NYY 1929,70600,60,7,,,,1929,N,New York Yankees,NYY,Moore,Wilcy,Cy,The United States,18,20,5,1897,1,1,1,12,3,2,1,1,1,1,3,1,1,1,1,1,3,3,2,2,1,1,0,1,0,5,5,6,5,21,28,62,83,68,71,108,57,92,58,89,99,67,80,77,63,116,59,0,0,75,0,76,0,0,0,0,0,0,40,63,0,88-90,3,183,31,28,27,23,0,0,0,5,8,9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,moorewi01,0,43,61,601,2025-03-14,,1.8583180567365567,0.31211261820278796,2.309320236764065,0.3341795922710274,17.584420956113124,10.859145289594936,5.655409502798011,0.8052006311170941,14.310961358905308,7.559822826708631,2.9553342867547863,0.8587168263826557,4.1922727722059525,1.5894161711534225,3.0435699507406913,1.1613760419973111,3.2355689405941948,0.425106476137816
Rookie Sensation SP Matt Moore TB 2012,71499,63,3,,,,2012,N,Tampa Bay Rays,TBD,Moore,Matt,Matt Man,The United States,55,18,6,1989,2,2,1,11,3,2,1,2,1,1,3,2,1,2,1,1,3,3,2,3,1,1,0,0,0,7,4,6,9,29,15,92,81,46,78,87,64,97,42,101,91,104,78,48,75,85,73,0,0,111,70,0,0,0,0,0,109,0,65,38,4,89-91,3,191,35,23,27,23,0,0,0,1,10,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,moorema02,75,85,79,6010,2025-03-14,,1.9836494671192735,0.42550649941878504,2.553939312377916,0.5212082465523731,19.723372167156207,12.872848948354077,6.0620593528772275,1.14371559325536,15.712533619216993,8.83398552466525,2.3615007640464847,0.358812501044966,2.7574313262042716,0.3110346883747596,2.1234805498136953,0.3753079836580281,3.417254871111427,0.5803941631979848
MLB 2025 Live SS Dylan Moore SEA,72170,71,1,,,,2025,N,Seattle Mariners,SEA,Moore,Dylan,,The United States,25,2,8,1992,1,1,6,0,60,71,81,91,56,67,62,73,84,97,58,69,60,71,80,90,56,67,1,1,0,65,95,88,69,66,55,1,28,1,1,83,1,28,1,1,83,1,28,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,-,4,183,66,71,58,62,1,1,1,63,63,56,0,0,23,43,30,52,39,5,22,0,1,1,1,1,1,1,1,8,2,5,0,1,mooredy01,0,188,226,0,2025-03-14,,56.38694363643068,49.64701177057105,74.90490019295419,55.83865565125612,68.74583043563155,59.02476820061975,71.65542213594603,55.74679663387695,68.1865531596947,56.537867945579336,71.50639773917926,58.56676431092784,67.22169885811067,57.74590050112491,71.53258526359541,59.67419798115234,73.57372330565914,60.543406623743834
Snapshot LF Wally Moon LAD 1961,70929,94,7,,,,1961,N,Los Angeles Dodgers,LAD,Moon,Wally,,The United States,9,3,4,1930,2,1,7,0,93,69,76,123,70,116,86,57,62,110,61,116,96,74,81,130,73,116,1,0,0,50,45,62,59,17,9,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,6,2,90-92,3,183,1,7,10,7,0,0,0,48,74,51,0,0,0,0,0,0,56,0,0,0,1,0,0,0,1,1,1,3,4,50,0,0,moonwa01,0,6200,4763,14723,2025-03-14,,61.238653617612954,54.03660751213877,84.15403148269804,62.91027332478121,41.08314069887523,32.981883610063655,77.53411049010542,60.64050055444466,50.8796485559556,40.804243010483866,78.62104509856002,64.55605735721126,71.03269177182548,61.1413298605637,75.33215629994731,62.92031887338105,79.87627672979268,65.93022408957957
Snapshot SP Mike Montgomery SEA 2016,70602,58,7,,,,2016,N,Seattle Mariners,SEA,Montgomery,Mike,Monty,The United States,37,1,7,1989,2,2,1,11,3,2,1,1,1,1,3,2,1,1,1,1,3,3,2,2,1,1,1,1,0,7,4,6,9,29,27,64,85,54,74,108,67,96,48,88,113,62,84,56,73,106,61,0,71,64,46,74,0,0,0,0,0,0,53,115,0,89-91,3,196,26,20,23,23,0,0,0,4,2,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,montgmi01,0,249,54,713,2025-03-14,,1.850585230901458,0.3051163262793861,2.2824959525823894,0.3136705221587737,14.933073010753018,8.363048590123444,5.1140154230923525,0.35451806881505266,12.13831543427777,5.584680715653826,2.795452538782404,0.7241242607938573,3.717021995799141,1.1659883464779852,2.802020549024988,0.9550110202848788,3.502384981380409,0.6531552068583993
MLB 2025 Live RP Mason Montgomery TB,73140,82,1,,,,2025,N,Tampa Bay Rays,TBD,Montgomery,Mason,,The United States,10,17,6,2000,2,2,1,12,13,12,6,10,13,13,13,12,6,10,13,13,14,13,7,11,14,14,0,0,0,10,8,3,18,22,13,98,75,72,73,80,114,88,75,85,94,93,72,72,70,77,146,143,0,109,0,0,0,0,0,0,0,0,33,57,3,98-100,3,188,44,61,49,30,3,3,1,15,3,3,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,10,0,0,montgma01,0,1145,1051,0,2025-04-09,,7.945499728825377,5.819504207886991,10.112373166572992,6.300167670208309,28.067605586845502,20.728480848707044,15.16283040207911,8.71963666281794,25.60085944518553,17.823415659283004,10.916791816874806,7.56087644369063,13.393736799089806,9.787521445573079,11.088049323312378,8.034086752909605,9.78915756052379,6.026484721748237
MLB 2025 Live SP Jordan Montgomery AZ,72552,67,1,,,,2025,N,Arizona Diamondbacks,ARI,Montgomery,Jordan,Gumby,The United States,52,27,12,1992,2,2,1,11,27,25,2,9,37,14,27,25,2,9,36,14,28,26,3,10,38,15,1,1,0,20,13,17,29,45,37,61,81,82,89,66,61,80,81,87,66,61,82,82,90,66,73,0,72,71,64,0,0,0,0,0,0,0,56,64,3,92-94,3,198,17,13,34,2,1,1,1,26,2,53,36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,1,2,0,1,montgjo01,0,26,68,0,2025-03-14,,9.861004633425463,7.552561666967774,12.675764762436893,8.260062577698466,16.648734078472476,9.978248110065982,16.779959225074183,10.065812745711458,17.44571069321226,10.409608586830641,15.408274608374253,11.341922121964505,20.284058782236748,15.926499419887524,16.132513065780465,12.343767763700235,15.668703898532515,11.051756349513957
Future Legend 1 SS Colson Montgomery CWS 2025,72978,87,6,,,,2025,N,Chicago White Sox,CHW,Montgomery,Colson,,The United States,23,27,2,2002,2,1,6,0,77,93,108,107,58,100,73,78,89,89,54,97,78,99,114,113,60,101,2,2,0,57,19,67,57,43,23,1,23,7,1,68,1,23,7,1,67,1,23,7,1,69,5,0,0,0,0,0,0,0,0,0,0,0,6,2,4,75-80,4,191,66,72,81,62,2,2,1,51,55,59,0,0,0,71,74,60,0,0,0,0,1,1,1,1,1,1,1,8,3,15,0,0,montgo001col,3200,6666,5621,21235,2025-04-03,,71.71946809738783,63.51914846924894,95.41398161333075,71.5193047951301,77.15040245719574,66.93720554035467,90.83554702101961,71.71325831586967,82.3755975361239,69.43706092766413,89.23286145891593,73.4893571716729,77.15932511401095,66.59989438575869,84.99623479372204,71.17671592521783,89.08076680683632,73.79733834858277
MLB 2025 Live 2B Coco Montes TB,73384,59,1,,,,2025,N,Tampa Bay Rays,TBD,Montes,Coco,,The United States,5,7,10,1996,1,1,4,0,73,94,59,73,65,81,74,95,60,74,66,82,73,94,59,73,65,81,1,1,0,47,35,65,47,57,55,1,20,1,1,60,1,20,1,1,59,1,20,1,1,60,9,0,0,0,0,0,0,0,0,0,0,0,1,0,3,80-83,4,185,67,69,59,62,1,1,4,65,60,55,0,0,0,70,17,7,20,0,0,0,1,1,1,1,1,1,1,8,0,1,0,1,monteco01,0,60,49,0,2025-05-05,,48.30972120811392,42.33912623896419,65.34066847492244,48.526121324284134,66.53681263930464,56.94510074688746,67.88057280439197,52.60442985739897,65.4064425007736,54.01048252415189,66.04979596492899,53.97325666226493,66.50078782091329,57.1036000412016,65.53507014063237,54.55028821453814,65.58846146765427,53.71837158738476
MLB 2025 Live RP Rafael Montero ATL,72222,45,1,,,,2025,N,Atlanta Braves,ATL,Montero,Rafael,,Dominican Republic,47,17,10,1990,1,1,1,12,24,9,6,12,26,21,25,10,7,13,27,22,24,9,6,12,26,21,0,0,0,23,24,21,26,44,41,67,61,58,56,72,61,58,58,54,67,72,64,59,59,76,78,68,0,56,0,63,0,0,0,0,0,0,15,64,3,95-97,3,183,22,35,32,24,0,0,0,30,30,60,66,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,8,0,1,0,1,montera01,0,10,16,0,2025-03-14,,9.886554821719413,7.575678258471879,13.060657273910083,8.554340234840108,19.459059884065756,12.62401362720869,15.960851727559364,9.383948130602457,19.14868224847918,11.95777195510374,16.188099519686663,11.998398779586015,21.384503955784666,16.90694833052985,17.465828429047136,13.482870787494473,15.712830727334085,11.089471725505858
MLB 2025 Live SP Keider Montero DET,72022,40,1,,,,2025,N,Detroit Tigers,DET,Montero,Keider,,Venezuela,54,6,7,2000,1,1,1,11,15,22,1,14,15,14,15,22,1,15,16,14,15,22,1,14,15,14,0,0,0,14,15,7,19,51,35,62,76,72,69,90,59,72,72,67,84,64,78,73,71,94,84,76,66,62,0,0,0,0,0,0,0,0,56,49,3,95-97,3,185,39,45,52,33,1,1,1,36,44,51,88,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,8,0,1,0,1,monteke01,0,13,15,0,2025-03-14,,6.409956293810718,4.4302177605363,7.821153778355469,4.5483677430509255,25.44901950370157,18.263227621247385,14.093674113673387,7.82961936558041,23.243461279653157,15.680316161805264,13.067718316942855,9.371581666197336,19.863045848674865,15.55139516026663,15.295575689431038,11.628739704779289,9.767995715346261,6.008397608551367
MLB 2025 Live SP Frankie Montas NYM,72302,51,1,,,,2025,N,New York Mets,NYM,Montas,Frankie,,Dominican Republic,47,21,3,1993,1,1,1,11,18,19,9,22,17,20,19,20,10,23,18,21,18,19,9,22,17,20,0,0,0,12,11,10,14,54,9,71,77,69,72,88,66,72,68,70,78,75,83,71,76,97,89,72,0,0,70,73,62,0,0,0,0,0,55,56,3,96-98,3,188,30,13,61,5,0,0,0,18,13,45,58,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,1,0,1,montafr02,0,20,22,0,2025-03-14,,10.291381588067019,7.941946204520677,13.942731074286106,9.22874829335792,22.873367364065547,15.838394314859542,18.475399061282783,11.4771786956806,23.61858521292623,16.02133955133855,14.4501476035543,10.53534617834332,16.238384531413693,12.321979169919379,14.814142169157956,11.217432377339989,14.328855298809755,9.906582425097065
All-Time Legend RP John Montague MON Peak,71327,50,4,,,,1974,Y,Montreal Expos,WSN,Montague,John,,The United States,53,12,9,1947,1,1,1,12,14,33,23,35,14,13,14,33,25,36,15,13,14,33,23,35,14,13,0,2,0,16,3,6,28,25,6,65,68,53,65,76,53,63,50,57,77,76,73,56,72,75,62,0,62,0,73,0,0,0,0,0,0,0,24,79,2,90-92,3,188,35,13,20,13,0,0,0,10,10,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,montajo01,10,90,88,341,2025-03-14,,16.45956657738542,13.522625731394644,21.897753128486254,15.310927558576411,27.552069858596315,20.243132619707378,22.422106861144815,14.76260875591752,24.69854609483814,17.00312686973088,18.99559855875055,14.361823644198873,15.665485514988987,11.811550999517479,18.407305811201265,14.287211427669904,19.489790537481767,14.317654289600545
MLB 2025 Live CF Mickey Moniak COL,72113,50,1,,,,2025,N,Colorado Rockies,COL,Moniak,Mickey,,The United States,16,13,5,1998,2,1,8,0,65,92,81,48,64,69,63,87,77,47,61,68,66,94,84,49,65,70,1,1,0,75,54,75,75,57,52,1,21,1,1,61,1,20,1,1,60,1,21,1,1,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,-,3,188,22,24,32,12,1,1,1,74,76,61,0,0,0,0,0,0,35,61,35,0,1,0,0,0,1,1,1,8,0,1,0,1,moniami01,0,6,13,0,2025-03-14,,55.191704565888614,48.56561647807496,72.91631051611732,54.318237628895176,45.35040257496071,36.99927344504089,66.53536956330636,51.48461775335993,50.99020110404982,40.90474580790252,75.17006619328657,61.650934599022435,72.24952779701512,62.22547797080626,74.12375372756055,61.88793369123327,73.86632102532748,60.793491057893604
Opening Day Stars - Snapshot RF Raul Mondesi LAD 1999,72859,94,7,,,Opening Day Stars,1999,N,Los Angeles Dodgers,LAD,Mondesi,Raul,,Dominican Republic,43,12,3,1971,1,1,9,0,99,97,122,72,87,102,100,91,115,82,101,92,98,100,126,69,83,105,0,2,0,91,88,97,102,5,62,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,29,0,0,0,0,0,0,0,0,0,0,0,1,23,2,89-91,4,180,1,1,9,3,0,0,0,77,54,92,0,0,0,0,0,0,0,66,91,0,0,0,0,0,0,1,1,5,4,50,0,0,mondera01,0,11300,14091,52146,2025-03-27,,79.74570236137988,70.78090234215027,105.77857693092515,79.44377392966497,49.711031635327686,41.10456329364397,92.65822140515371,73.23054044450036,60.39000038398644,49.450058775291936,103.84605161684244,85.79111631388628,94.09739130237247,81.69097656046146,99.4753346203595,83.54677243902896,104.27663685194702,86.78530888352925
Snapshot SS Adalberto Mondesi KC 2019,70981,57,7,,,,2019,N,Kansas City Royals,KCR,Mondesi,Adalberto,La Guinea,The United States,27,27,7,1995,3,1,6,0,84,89,38,33,57,119,81,41,41,18,66,102,86,113,38,37,55,127,0,1,0,103,97,106,104,17,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,0,0,0,0,0,0,0,0,0,0,0,1,6,2,92-94,4,185,88,89,87,85,0,0,0,2,5,4,0,0,0,105,0,91,0,0,0,0,0,1,0,1,0,0,0,7,0,1,0,1,mondera02,0,44,42,12458,2025-03-14,,37.64244507244816,32.687883670702725,54.7044811880147,40.39400084282619,74.72579569543932,64.65457306047679,64.15526006310095,49.50329972953671,70.89671851384351,59.001666422000994,50.31791088220608,40.729751373608856,43.59916243966392,36.69924533392287,44.23418854832335,36.352118974340726,64.41710657264083,52.71720990218761
MLB 2025 Live 3B Yoan Moncada LAA,72110,62,1,,,,2025,N,Los Angeles Angels,ANA,Moncada,Yoan,Yoyo,Cuba,10,27,5,1995,3,1,5,0,77,96,61,76,64,95,75,91,58,72,61,91,79,98,63,78,66,97,2,2,0,46,11,85,62,57,59,1,21,1,1,61,1,20,1,1,60,1,21,1,1,62,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,-,4,188,70,61,77,48,1,1,1,72,62,72,0,0,0,0,67,0,0,0,0,0,1,1,1,1,1,1,1,8,1,2,0,1,moncayo01,0,30,41,0,2025-03-14,,50.38032988399462,44.21251419111962,68.7590056145828,51.13968281169589,70.04840320901701,60.25106805543842,72.25431155573771,56.245341092275986,70.45384284820689,58.5990502537405,70.79066587263758,57.964242826060506,71.84135826665761,61.861816626274056,70.52976116559242,58.81744646246421,70.27844210632708,57.7269166831064
MLB 2025 Live 3B Andruw Monasterio MIL,72481,63,1,,,,2025,N,Milwaukee Brewers,MIL,Monasterio,Andruw,,Venezuela,14,30,5,1997,1,1,5,0,77,78,37,85,68,88,79,80,39,90,71,90,76,78,37,83,67,87,1,1,0,59,56,81,65,70,59,1,22,8,1,66,1,22,8,1,65,1,22,8,1,66,5,0,0,0,0,0,0,0,0,0,0,0,1,0,4,75-80,4,183,64,67,73,53,1,1,1,57,59,72,0,0,10,40,65,7,9,0,0,0,1,1,1,1,1,1,1,8,1,2,0,1,monasan01,0,31,34,0,2025-03-14,,40.878626683622,35.615826411395325,55.694290625586895,41.15078044654087,62.344117694934766,52.99791153287012,62.40562542554915,48.04681941122042,61.50990197762871,50.46815600538682,56.50054389660424,45.93445078461103,59.12404304684379,50.53124046193721,56.596173137783495,46.91344183456145,60.079924753508024,49.0102033599905
MLB 2025 Live RP Sam Moll CIN,72439,53,1,,,,2025,N,Cincinnati Reds,CIN,Moll,Sam,,The United States,50,3,1,1992,2,2,1,12,30,13,1,29,27,36,30,13,1,28,26,36,31,14,1,30,28,37,0,0,0,31,47,6,39,79,15,78,70,64,61,89,98,81,67,67,109,75,67,64,59,83,84,84,0,69,0,79,0,0,0,0,0,0,13,67,2,93-95,3,175,27,23,47,17,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,mollsa01,0,8,10,0,2025-03-14,,9.781755849175415,7.480861147518412,14.619706513994856,9.746344090629753,22.533356488130185,15.518292976711187,19.951975916817457,12.706352537127213,23.012203896714933,15.470081171208756,12.037416851772095,8.504247406434398,11.994550327860424,8.540906998549387,10.458475423262302,7.496217353811158,16.530166853394174,11.788052161565279
Rivalry Week - Historical All-Star 2B Paul Molitor ML4 1980,73504,68,5,,,Rivalry Week,1980,N,Milwaukee Brewers,MIL,Molitor,Paul,The Ignitor,The United States,4,22,8,1956,1,1,4,0,94,84,72,87,91,91,116,130,80,62,115,108,86,75,69,99,83,86,0,0,0,74,84,102,96,69,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,4,2,89-91,3,183,68,46,52,69,0,0,0,9,9,5,0,0,77,65,47,0,0,0,0,0,1,1,1,0,0,0,0,4,1,2,0,0,molitpa01,114,150,161,28124,2025-05-15,,58.0965852780193,51.19381396992583,79.62967617871962,59.4510824098032,73.22632108570085,63.242901072701855,77.43649113602143,60.55923749251246,71.37000488160083,59.43192881540315,67.04855767397827,54.81403994451936,54.44745423915074,46.36460271183298,60.9045191885048,50.59422895300031,80.92982236233388,66.83069372982037
NL Central Live 1 - Hardware Heroes C Yadier Molina STL 2012,72769,97,9,,ME,NL Central Live 1,2012,N,St. Louis Cardinals,STL,Molina,Yadier,Yadi,Puerto Rico,4,13,7,1982,1,1,2,0,116,76,82,60,128,98,124,122,87,70,111,124,114,66,80,58,135,90,2,0,0,32,53,74,42,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,0,25,0,0,0,0,0,0,0,0,0,1,18,4,99-101,4,180,6,5,1,8,102,97,104,4,6,1,0,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,75,0,0,molinya01,4495,0,5004,0,2025-03-14,,89.51449405088555,79.61923904546387,89.91863605767294,67.317722880447,46.03317076762082,37.642061742663415,81.32155413600465,63.79335144604743,54.886603607576504,44.446946853686946,74.16714796282935,60.806652250193395,61.82615732723632,52.93870706393105,65.20344779227277,54.26697038127725,85.48812367089025,70.72669197863316
April Fools Day - Unsung Heroes C Jose Molina NYY 2008,72887,46,8,,,April Fools Day,2008,N,New York Yankees,NYY,Molina,Jose,,Puerto Rico,26,3,6,1975,1,1,2,0,65,111,40,42,76,56,55,90,40,49,69,41,69,118,40,40,78,61,0,0,0,4,5,6,14,67,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,13,2,90-92,3,183,6,2,6,10,49,109,100,9,3,5,0,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,1,molinjo01,0,21,19,7796,2025-04-01,,59.42568734685973,52.396322117387086,50.59433148905056,37.251499526593534,26.885511518950256,19.615604997575634,50.82651094247968,38.407805650198895,32.79156950865074,24.360456091754994,44.343445489629325,35.70029281810635,38.561055874147236,32.210510944789114,39.75174371686177,32.52259251557486,47.57494420203025,38.32214677221196
Baseball Reference 2 C Bengie Molina ANA 2000,73244,72,8,BBR,,,2000,N,Anaheim Angels,ANA,Molina,Bengie,,Puerto Rico,1,20,7,1974,1,1,2,0,131,57,54,31,145,108,146,71,80,25,155,121,126,53,44,33,142,104,0,0,0,20,3,16,5,38,6,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,5,2,90-92,4,180,1,4,2,9,72,85,79,9,4,10,0,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,5,0,0,molinbe01,116,699,727,45971,2025-05-01,,72.39094128379253,64.12666537587589,75.44804032123821,56.25392484898424,39.15438796219264,31.166070129771402,69.76195238302124,54.17058102333037,47.625650925720784,37.84604918980822,61.60157915116717,50.228633396306826,58.089050628323776,49.60910711658447,54.20392981135232,44.869655584238075,69.23991623307853,56.83928449084035
MLB 2025 Live RP Anthony Molina COL,72584,59,1,,,,2025,N,Colorado Rockies,COL,Molina,Anthony,,Venezuela,43,12,1,2002,1,1,1,12,21,13,3,20,22,22,23,14,4,21,24,23,21,13,3,20,22,22,0,0,0,24,22,12,39,43,14,58,62,87,62,62,57,60,87,61,60,60,64,88,65,63,80,73,60,59,0,0,0,0,0,0,0,0,39,49,3,95-97,3,185,22,29,54,21,1,1,1,6,20,28,66,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,1,0,1,molinan01,0,15,16,0,2025-03-14,,8.670526111979331,6.475473492193081,11.614593394503975,7.4487217106448815,18.278432997158873,11.512519045415763,16.230776439380328,9.608646488623384,19.694627920147806,12.454088577263727,10.697058855637456,7.375899588155704,11.576027661460596,8.168021458938298,10.105126714079507,7.19433784790209,13.279988999965441,9.010112229968525
Snapshot LF Johnny Mokan PHI 1923,70950,84,7,,,,1923,N,Philadelphia Phillies,PHI,Mokan,Johnny,,The United States,59,23,9,1895,1,1,7,0,69,69,102,99,62,77,87,102,118,72,120,64,64,61,97,111,48,81,2,2,0,52,69,57,63,37,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,1,2,89-91,3,170,4,1,2,3,0,0,0,55,63,83,0,0,0,0,0,0,70,30,65,0,0,0,0,0,1,1,1,1,3,10,0,0,mokanjo01,0,2554,2206,3715,2025-03-14,,65.75313760453709,58.12109726136918,88.12960175419468,65.94987911191402,41.233413340368195,33.123356948222785,72.19176735288745,56.19327627913096,47.886619171000675,38.08329418452071,80.00569393312416,65.72169034188265,68.96134558234263,59.295850263889214,78.70894487777268,65.80524031484005,79.68915180009284,65.77028766829665
Snapshot RP Dale Mohorcic MON 1990,70579,46,7,,,,1990,N,Montreal Expos,WSN,Mohorcic,Dale,,The United States,54,25,1,1956,1,1,1,12,3,2,2,2,1,1,3,3,2,2,1,1,3,2,2,2,1,1,0,2,0,13,4,6,22,29,19,53,60,64,53,74,52,46,76,33,72,54,70,56,67,77,49,36,42,0,0,53,0,0,0,0,0,0,25,115,3,89-91,4,191,31,20,24,23,0,0,0,7,10,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,mohorda01,9,24,14,351,2025-03-14,,2.0499581121792243,0.4854993982345048,2.5844211049106818,0.5445137415272855,17.739375435398397,11.005026317767479,5.632556975323308,0.7861770842711874,14.066488748856978,7.337573935790653,3.473024630845017,1.2945218665157412,4.792152214132118,2.1238827302251417,3.7245299291071374,1.7431465606686203,3.8450839603431093,0.9460613864921148
Snapshot SP Brian Moehler DET 1999,70703,64,7,,,,1999,N,Detroit Tigers,DET,Moehler,Brian,,The United States,38,31,12,1971,1,1,1,11,3,2,2,2,1,1,3,3,2,3,1,1,3,2,2,2,1,1,2,1,0,6,5,6,7,24,24,48,74,83,78,66,58,62,69,61,64,38,89,101,99,69,37,43,28,52,53,56,0,0,0,0,0,0,70,53,2,90-92,3,191,30,56,38,27,0,0,0,10,10,7,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,moehlbr01,33,118,71,397,2025-03-14,,2.0384207396933403,0.47506093399625776,2.5681437537489593,0.532068550671248,17.206193781936452,10.50306543113464,6.366256688113662,1.3969441371735816,15.27219011877332,8.433671335778406,3.928618283873567,1.6780523157680078,6.435587200092507,3.5881120080013233,4.445114023406086,2.3587694982930136,3.422409522185254,0.5847998639618144
MLB 2025 Live SP Carmen Mlodzinski PIT,72492,57,1,,,,2025,N,Pittsburgh Pirates,PIT,Mlodzinski,Carmen,,The United States,50,19,2,1999,1,1,1,11,12,9,3,6,13,10,13,10,4,7,14,11,12,9,3,6,13,10,0,0,0,11,8,2,24,90,3,64,75,71,73,80,61,73,71,72,76,66,78,72,75,86,86,71,0,57,65,0,0,0,0,0,0,0,61,37,2,96-98,3,188,28,17,65,5,1,1,2,15,22,34,61,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8,0,1,0,1,mlodzca01,0,12,18,0,2025-03-14,,5.736344426969156,3.8207658778751963,7.240797257987622,4.104643970751392,18.83309350750212,12.034701081771201,12.16518541724878,6.224252296277229,19.795305758964446,12.545614323287358,8.469916988734878,5.5010343105480075,11.479140067118177,8.081698815510716,8.862740513391625,6.132919134135458,8.451060600273726,4.8828079305518655
