POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU vL,MOV vL,CON vL.1,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR.1,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP.1,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA.1,WAR.1,rWAR,SIERA,Predicted_XGB
RP,4,Alex Cook,,Tampa Bay,MLB,MLB,03/29/2001,26,USA,6' 2',215 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,7,Flyball,Pull,Spray,41,49,51,57,48,38,47,49,54,45,43,52,52,59,50,46.0,39.0,,47.0,,,,,,,,,3,FB,94.0,93-95,3/4,Normal,31.0,45.0,1,1,1,31,12,11,10,4,4,5,15,18,15,9,13,13,0.077,0.077,0.077,0.1,0.068,0.154,0.333,-0.27,-1,-0.3,-2.5,0.0,0.0,0.0,0,1,51.1,18,3.16,4.07,0.7,0.3,1.1,3.82,0.42564988
RP,53,Brandon Eisert,,Chicago,MLB,MLB,01/18/1998,29,USA,6' 2',205 lbs,Left,Left,2.0 Stars,2.0 Stars,1,5,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,1,27,6,Normal,Normal,Normal,44,50,46,53,49,45,49,46,52,49,44,50,46,53,49,47.0,46.0,,,,,47.0,,,,,,3,FB,92.0,91-93,3/4,Normal,15.0,61.0,1,1,2,19,12,43,14,7,23,30,5,6,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,36.2,11,2.7,2.67,0.1,0.8,0.7,3.38,0.40667337
RP,45,Thomas Hatch,,Colorado,MLB,MLB,09/29/1994,33,USA,6' 1',200 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,3,9,1,1,1,1,3,10,1,1,1,1,3,9,1,1,42,13,Flyball,Normal,Normal,40,50,48,52,49,35,44,46,46,44,44,54,49,56,54,48.0,,,39.0,35.0,,,,,,,,3,NEU,95.0,94-96,3/4,Normal,49.0,50.0,2,3,2,35,20,61,12,36,17,35,31,26,28,38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,65.1,32,4.41,4.24,-0.9,0.3,0.2,4.34,0.45564494
RP,78,Bryan Hoeing,,San Diego,MLB,MLB,10/19/1996,30,USA,6' 6',210 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,27,Normal,Pull,Pull,36,49,57,56,48,31,47,54,52,45,39,53,60,60,51,,,,37.0,39.0,30.0,,,,,,,3,EX GB,95.0,94-96,3/4,GB'er,39.0,41.0,1,2,2,24,12,66,7,20,7,18,9,3,9,17,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,-0.0,-0.2,0.0,0.0,0.0,1,1,83.0,41,4.45,4.16,0.0,0.1,-0.3,3.76,0.13605824
RP,33,Thomas Ireland,,Minnesota,MLB,MLB,06/27/2002,25,CAN,6' 1',175 lbs,Left,Left,2.0 Stars,2.5 Stars,8,1,1,1,1,13,1,8,1,1,1,13,1,8,1,1,1,13,57,21,Flyball,Pull,Pull,39,63,36,56,68,38,62,36,55,66,39,64,36,56,69,43.0,38.0,43.0,,,,,,,,,,3,GB,92.0,91-93,3/4,GB'er,57.0,67.0,1,1,1,24,34,51,23,23,26,24,29,27,31,20,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,-1,-0.1,-2.0,0.0,0.0,0.0,0,2,87.2,38,3.9,3.72,0.0,0.6,0.3,4.68,0.59314144
RP,96,Landon Knack,,Colorado,MLB,MLB,07/15/1997,30,USA,6' 2',215 lbs,Left,Right,2.0 Stars,2.0 Stars,11,16,12,17,1,2,16,10,11,15,1,1,17,11,12,17,1,3,49,9,Flyball,Pull,Pull,50,45,48,59,41,48,43,47,58,40,52,46,49,60,43,57.0,50.0,47.0,57.0,,,,,,,,,4,EX FB,94.0,93-95,3/4,Normal,50.0,53.0,3,3,1,21,28,48,17,28,30,42,26,20,23,35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,1,23.0,7,2.74,3.4,0.9,0.4,0.8,4.19,0.3656174
RP,59,Sean Manaea,,New York,MLB,MLB,02/01/1992,35,USA,6' 5',235 lbs,Right,Left,2.0 Stars,2.0 Stars,8,6,1,1,10,10,8,9,1,1,11,10,6,8,1,1,10,9,85,22,Normal,Normal,Normal,47,43,48,47,42,53,48,51,51,47,46,42,48,46,41,48.0,53.0,,42.0,46.0,,43.0,,,,,,5,NEU,92.0,91-93,3/4,Normal,53.0,69.0,-,-,-,19,24,43,18,-,-,-,12,11,13,25,4,4,0.25,0.25,0.25,0.2,0.22,0.5,0.5,-0.05,0,-0.0,-0.3,0.0,0.0,0.0,0,0,103.1,39,3.4,3.63,-0.0,1.4,1.4,3.27,1.3702321
RP,58,Cionel Perez,,Chicago,MLB,MLB,04/21/1996,31,CUB,6' 0',185 lbs,Left,Left,2.0 Stars,2.0 Stars,9,1,11,1,1,13,1,9,10,1,1,12,1,10,11,1,1,13,42,2,Normal,Normal,Normal,40,74,31,52,84,49,97,34,58,100,37,65,30,49,75,47.0,,,40.0,40.0,,,,,,,,3,GB,97.0,96-98,3/4,Power,11.0,66.0,1,1,1,12,15,65,9,4,22,19,6,13,14,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,54.1,14,2.32,3.32,0.7,0.7,1.3,4.79,0.7340231
RP,47,Drew Rucinski,,Los Angeles,MLB,MLB,12/30/1988,38,USA,6' 2',200 lbs,Right,Right,2.0 Stars,2.0 Stars,5,1,1,1,4,10,1,7,1,1,5,10,1,5,1,1,4,9,56,29,Normal,Normal,Normal,45,47,40,36,51,42,45,40,34,49,48,49,41,39,56,43.0,,,33.0,43.0,46.0,46.0,,,,,,5,GB,92.0,91-93,3/4,GB'er,58.0,53.0,2,2,1,27,20,37,21,12,25,34,21,34,11,18,24,24,0.042,0.042,0.042,0.0,0.037,0.083,0.077,-0.41,-2,-0.6,-5.4,0.0,0.0,0.0,0,0,102.1,54,4.75,4.39,0.2,0.8,0.6,4.03,0.8249242
RP,4,Spencer Turnbull,,Toronto,MLB,MLB,09/18/1992,35,USA,6' 3',210 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,11,1,1,1,1,1,11,1,1,1,1,1,10,1,47,6,Normal,Spray,Spray,45,49,44,46,51,43,47,43,43,48,47,53,44,49,55,,38.0,33.0,53.0,45.0,,49.0,,,,,,5,NEU,93.0,92-94,3/4,Normal,43.0,57.0,1,2,1,39,25,49,23,15,15,34,11,12,13,23,32,31,0.065,0.094,0.065,0.3,0.076,0.158,0.118,-0.43,-2,-0.4,-6.0,0.0,0.0,0.0,0,0,140.2,57,3.65,3.95,-0.4,1.8,2.4,3.06,1.6363518
RP,70,Arodys Vizcaino,,Milwaukee,MLB,MLB,11/13/1990,36,DOM,6' 0',240 lbs,Right,Right,2.0 Stars,2.0 Stars,5,9,1,1,8,1,9,5,1,1,9,1,9,5,1,1,8,1,46,14,Normal,Normal,Normal,45,49,45,49,49,47,50,46,50,50,45,48,45,49,48,55.0,46.0,57.0,,,,,,,,,,3,EX FB,95.0,94-96,3/4,Normal,18.0,53.0,-,-,-,24,37,25,20,-,-,-,13,11,18,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,4,71.1,27,3.41,3.64,-0.7,0.5,1.0,3.66,0.49454492
RP,32,Justin Wilson,,Baltimore,MLB,MLB,08/18/1987,40,USA,6' 2',200 lbs,Left,Left,2.0 Stars,2.0 Stars,1,7,1,1,1,1,6,1,1,1,1,1,8,1,1,1,1,1,38,36,Normal,Spray,Spray,42,44,55,34,48,45,46,57,36,49,41,43,55,33,47,46.0,,24.0,39.0,,,39.0,,,,,,4,FB,94.0,93-95,3/4,Normal,14.0,39.0,-,-,-,20,15,25,3,-,-,-,10,14,6,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,6,69.1,50,6.49,3.97,-1.9,0.4,-1.5,3.75,0.43148392
RP,16,Matthew Boyd,,Indianapolis,MLB,MLB,02/02/1991,36,USA,6' 3',230 lbs,Left,Left,2.0 Stars,2.0 Stars,11,1,1,1,18,16,1,10,1,1,17,15,1,11,1,1,18,17,55,37,Normal,Normal,Normal,48,45,51,49,44,51,47,52,51,46,47,44,51,47,43,47.0,65.0,44.0,46.0,,,,,,,,,4,EX FB,92.0,91-93,3/4,Normal,40.0,72.0,2,2,2,15,12,27,7,10,16,26,16,11,15,25,6,6,0.167,0.167,0.167,0.2,0.146,0.333,0.25,-0.03,0,0.0,-0.8,0.0,0.0,0.0,1,2,80.0,36,4.05,3.71,-1.2,0.5,0.4,3.79,0.5407956
RP,43,Huascar Brazoban,,Seattle,MLB,MLB,10/15/1989,37,DOM,6' 3',200 lbs,Right,Right,2.0 Stars,2.0 Stars,8,15,1,1,11,1,15,9,1,1,12,1,15,8,1,1,11,1,30,1,Groundball,Normal,Normal,46,59,35,57,60,43,56,35,55,56,49,62,36,59,63,50.0,45.0,,35.0,47.0,,40.0,,,,,,5,NEU,95.0,94-96,3/4,Normal,26.0,59.0,3,3,3,17,19,56,15,9,18,35,16,14,13,21,21,20,0.2,0.238,0.2,1.1,0.2,0.438,0.333,-0.28,0,-0.1,-1.7,0.0,-0.1,-0.1,0,0,100.0,31,2.79,3.93,0.8,0.9,2.4,4.12,0.8359067
RP,33,Dane Dunning,,Chicago,MLB,MLB,12/20/1994,32,USA,6' 4',220 lbs,Right,Right,2.0 Stars,2.0 Stars,9,6,6,1,10,11,8,10,7,1,11,12,6,9,6,1,10,11,40,38,Normal,Pull,Pull,42,43,47,42,43,40,42,47,41,43,43,44,47,43,44,40.0,43.0,35.0,41.0,,,40.0,,,,,,5,NEU,90.0,89-91,3/4,Normal,55.0,44.0,2,2,2,24,33,62,43,10,24,30,21,13,22,36,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0,-0.0,-0.5,0.0,0.0,0.0,0,2,28.0,16,5.14,3.49,-0.8,0.3,-0.1,3.57,0.2587337
RP,32,Ronny Henriquez,,Miami,MLB,MLB,06/20/2000,27,DOM,5' 10',160 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,16,1,1,1,1,1,17,1,1,3,1,1,16,1,1,1,48,6,Normal,Normal,Normal,42,50,45,51,50,38,47,43,47,47,45,55,45,54,55,49.0,,,45.0,37.0,35.0,,,,,,,4,EX GB,97.0,96-98,3/4,Power,30.0,53.0,2,2,2,22,30,46,19,10,23,25,16,14,14,19,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0,-0.1,-0.5,0.0,0.0,0.0,0,0,93.0,52,5.03,4.21,-0.0,0.1,-0.6,3.61,0.13279805
RP,53,Cristian Javier,,Houston,MLB,MLB,03/26/1997,30,DOM,6' 1',200 lbs,Right,Right,2.0 Stars,2.0 Stars,6,1,1,1,1,11,1,7,1,1,1,11,1,6,1,1,1,11,49,13,Normal,Spray,Spray,55,39,42,73,32,51,35,41,70,27,58,41,42,77,35,72.0,44.0,49.0,66.0,,,,,,,,,4,EX FB,95.0,94-96,3/4,Normal,51.0,44.0,1,1,1,31,44,51,32,3,2,2,13,15,13,25,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,-1,-0.3,-2.5,0.0,0.0,0.0,1,0,76.1,33,3.89,4.17,-0.6,0.1,0.4,3.81,0.086906485
RP,99,Joe Kelly,,Kansas City,MLB,MLB,06/09/1988,39,USA,6' 1',175 lbs,Right,Right,2.0 Stars,2.0 Stars,4,8,1,1,9,1,8,4,1,1,9,1,8,4,1,1,9,1,43,10,Normal,Normal,Normal,53,50,35,53,49,46,45,34,47,45,61,55,36,57,54,60.0,,,52.0,58.0,,,,,,53.0,,4,NEU,96.0,95-97,3/4,Power,18.0,40.0,-,-,-,42,9,46,8,20,30,45,12,11,6,21,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,-0.0,-0.5,0.0,0.0,0.0,1,1,62.2,27,3.88,3.71,-0.6,0.4,0.4,3.44,0.37202322
RP,65,Davis Martin,,Washington,MLB,MLB,01/04/1997,30,USA,6' 2',210 lbs,Left,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,10,Normal,Normal,Normal,43,48,46,43,50,41,46,45,41,48,44,50,47,44,53,46.0,34.0,24.0,48.0,,,40.0,,,,,,5,NEU,94.0,93-95,3/4,Normal,32.0,51.0,1,1,1,33,15,49,8,9,20,23,11,2,13,21,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0,-0.1,-1.5,0.0,0.0,0.0,1,3,69.0,33,4.3,3.58,-1.1,0.9,-0.1,3.79,0.8178233
RP,29,Yariel Rodriguez,,Toronto,MLB,MLB,03/10/1997,30,CUB,6' 1',210 lbs,Right,Right,2.0 Stars,2.0 Stars,7,1,3,1,1,12,1,8,5,1,1,13,1,6,3,1,1,12,42,5,Normal,Normal,Normal,52,47,41,58,44,50,46,41,56,43,54,47,42,58,45,51.0,,52.0,62.0,,47.0,62.0,,,,,,5,EX FB,94.0,93-95,3/4,Normal,39.0,49.0,2,2,3,22,18,49,13,17,20,21,11,9,7,17,3,2,0.0,0.333,0.0,0.1,0.229,0.333,0.0,-0.03,0,0.1,-0.2,0.0,0.2,0.2,0,0,43.0,21,4.4,4.18,0.1,0.1,-0.1,3.27,0.24475254
RP,44,Cole Sands,,Minnesota,MLB,MLB,07/17/1997,30,USA,6' 3',205 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,8,Normal,Normal,Normal,58,41,61,56,37,53,38,60,54,33,62,43,62,57,39,82.0,,,60.0,,48.0,58.0,,,,,,4,EX FB,96.0,95-97,3/4,Power,23.0,50.0,1,1,5,24,37,49,19,19,18,16,10,15,4,15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,-0.2,0.0,0.0,0.0,1,3,68.0,39,5.16,3.9,-0.1,0.3,-0.6,2.34,0.28205165
RP,60,Tayler Saucedo,,Seattle,MLB,MLB,06/18/1993,34,USA,6' 4',195 lbs,Left,Left,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,17,Normal,Spray,Spray,48,56,39,47,60,55,63,41,52,70,46,51,39,45,56,,47.0,44.0,53.0,57.0,,,,,,,,4,GB,93.0,92-94,3/4,GB'er,14.0,60.0,2,2,1,25,44,51,4,54,7,30,20,11,20,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,2,41.0,15,3.29,2.55,0.3,1.1,0.4,2.68,1.126169
RP,62,Jesse Scholtens,,Chicago,MLB,MLB,04/06/1994,33,USA,6' 4',220 lbs,Right,Right,2.0 Stars,2.0 Stars,11,1,1,1,1,19,1,11,1,1,1,19,1,11,1,1,1,19,39,12,Normal,Spray,Spray,35,45,49,37,47,34,44,48,36,47,35,45,49,38,48,39.0,,26.0,34.0,,19.0,,,,,,,4,NEU,93.0,92-94,OTT,Normal,50.0,53.0,4,4,2,20,32,42,30,3,3,3,11,10,12,21,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,-0.1,-0.3,0.0,0.0,0.0,1,8,87.1,59,6.08,4.1,-2.7,0.3,-1.6,4.42,0.3281048
RP,63,Edwin Uceta,,Colorado,MLB,MLB,01/09/1998,29,DOM,6' 0',155 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,3,Normal,Normal,Normal,52,48,40,60,45,49,44,39,58,41,56,49,40,63,47,66.0,60.0,,,,,50.0,,,,,,3,FB,95.0,94-96,SIDE,Normal,21.0,47.0,-,-,-,25,45,48,28,-,-,-,18,18,21,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,3,62.1,27,3.9,4.44,-1.2,0.1,0.9,3.75,0.1803718
RP,40,Jacob Waguespack,,Tampa Bay,MLB,MLB,11/05/1993,33,USA,6' 6',235 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,45,7,Normal,Spray,Spray,48,45,44,45,44,47,44,44,44,44,48,45,45,46,45,58.0,41.0,37.0,55.0,,,,,,,,,4,NEU,95.0,94-96,OTT,Normal,41.0,44.0,2,3,4,10,9,43,2,20,17,10,10,9,10,21,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0,-0.0,-0.2,0.0,0.0,0.0,0,0,49.1,19,3.47,3.18,-0.1,0.6,0.1,3.56,0.38842806
RP,23,Carson Whisenhunt,,Los Angeles,MLB,MLB,10/20/2000,26,USA,6' 3',205 lbs,Left,Left,2.0 Stars,2.5 Stars,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,85,12,Flyball,Normal,Normal,52,44,50,51,42,48,42,48,52,39,54,45,50,51,43,69.0,63.0,46.0,47.0,,,,,,,,,4,EX FB,95.0,94-96,3/4,Normal,29.0,54.0,2,2,1,18,20,65,16,7,14,21,16,8,10,28,23,21,0.048,0.13,0.048,0.2,0.099,0.178,0.111,-0.42,-1,-0.2,-4.0,0.0,0.0,0.0,0,1,103.1,72,6.27,4.65,-3.1,0.4,-1.2,3.04,0.42072338
RP,22,Ryan Birchard,,Chicago,MLB,MLB,07/12/2003,24,USA,6' 0',205 lbs,Left,Right,2.0 Stars,2.5 Stars,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,7,26,30,Normal,Normal,Spray,51,43,35,53,41,50,43,35,52,40,51,43,35,53,41,58.0,39.0,70.0,67.0,,,,,,,,,4,EX FB,95.0,94-96,OTT,Normal,62.0,35.0,1,1,1,20,14,23,23,50,41,42,45,23,41,53,3,3,0.667,0.667,0.667,1.3,0.585,1.333,0.667,0.05,1,-0.0,0.7,0.0,0.0,0.0,1,0,20.1,14,6.2,4.17,-0.6,0.1,-0.7,3.58,0.08809837
RP,49,John Brebbia,,Milwaukee,MLB,MLB,05/30/1990,37,USA,6' 1',200 lbs,Left,Right,2.0 Stars,2.0 Stars,1,9,10,1,1,1,8,1,10,1,1,1,9,1,10,1,1,1,50,35,Normal,Normal,Normal,49,44,49,49,42,43,38,47,43,36,56,47,51,53,46,50.0,,,61.0,,,,,,,,,2,EX FB,93.0,92-94,3/4,Normal,18.0,63.0,-,-,-,19,17,36,13,-,-,-,17,19,15,17,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0,0.0,-0.8,0.0,0.0,0.0,0,3,81.2,28,3.09,4.32,-0.5,0.4,1.3,3.27,0.46089032
RP,31,Alex Faedo,,Tampa Bay,MLB,MLB,11/12/1995,31,USA,6' 5',230 lbs,Right,Right,2.0 Stars,2.0 Stars,16,11,1,1,1,23,11,16,1,1,1,24,11,15,1,1,1,23,17,5,Normal,Pull,Pull,46,49,42,61,47,43,47,41,58,44,48,51,43,63,49,43.0,54.0,,50.0,,,,,,,,,3,FB,91.0,90-92,3/4,Normal,31.0,56.0,1,1,1,30,55,43,27,1,1,1,18,17,10,18,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0.1,-0.2,0.0,0.0,0.0,0,0,32.0,11,3.09,3.57,0.0,0.2,0.4,4.92,0.2970211
RP,21,Kyle Freeland,,Colorado,MLB,MLB,05/14/1993,34,USA,6' 4',200 lbs,Left,Left,2.0 Stars,2.0 Stars,1,3,9,12,1,1,1,1,6,10,1,1,3,1,9,12,1,1,67,5,Normal,Pull,Pull,24,40,64,40,41,28,45,72,44,46,23,39,62,39,39,30.0,23.0,14.0,26.0,29.0,,,,,,,,5,FB,92.0,91-93,3/4,Normal,51.0,58.0,2,3,1,42,14,54,8,26,16,31,16,16,20,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,3,65.1,28,3.86,4.48,0.3,0.1,0.9,4.54,0.10101627
RP,40,Tyler Gilbert,,Chicago,MLB,MLB,12/22/1993,33,USA,6' 3',190 lbs,Left,Left,2.0 Stars,2.0 Stars,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,29,8,Normal,Spray,Spray,37,44,61,46,43,43,50,71,53,50,34,41,59,43,40,38.0,28.0,,27.0,,,33.0,,,,21.0,,5,EX FB,92.0,91-93,SIDE,Normal,36.0,56.0,1,1,4,31,42,49,25,29,25,36,10,11,8,13,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0,0.0,-0.3,0.0,0.0,0.0,0,4,72.0,32,4.0,4.27,-1.2,0.5,0.4,3.57,0.48742527
RP,48,Luis Medina,,Indianapolis,MLB,MLB,05/03/1999,28,DOM,6' 1',180 lbs,Right,Right,2.0 Stars,2.0 Stars,5,11,1,1,2,1,11,7,1,1,5,1,11,4,1,1,1,1,65,48,Normal,Normal,Normal,47,51,31,54,51,45,49,30,52,49,49,54,32,56,54,63.0,33.0,40.0,54.0,,,,,,,,,4,FB,96.0,96-98,3/4,Power,25.0,49.0,1,1,1,21,55,37,31,3,3,3,28,47,7,36,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0,-0.1,-1.0,0.0,0.0,0.0,1,3,76.1,31,3.66,3.73,0.2,0.3,0.2,4.25,0.26964113
RP,19,Anthony Molina,,Los Angeles,MLB,MLB,01/12/2002,25,VEN,6' 1',180 lbs,Right,Right,2.0 Stars,2.0 Stars,8,7,1,1,1,10,7,9,1,1,1,10,6,8,1,1,1,9,41,14,Normal,Normal,Normal,35,46,63,47,46,34,45,62,45,45,36,48,65,49,48,46.0,27.0,23.0,36.0,,,,,,,,,4,EX FB,96.0,95-97,3/4,Power,22.0,52.0,1,1,1,23,29,54,21,6,18,26,27,22,9,44,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0,0.0,-0.5,0.0,0.0,0.0,1,1,39.0,18,4.15,4.19,-0.3,0.1,0.3,4.48,0.21811202
RP,5,Sam Moll,,Chicago,MLB,MLB,01/03/1992,35,USA,5' 9',190 lbs,Left,Left,2.0 Stars,2.0 Stars,14,19,1,1,15,11,18,13,1,1,13,10,19,14,1,1,15,11,81,15,Normal,Normal,Normal,49,46,42,44,47,63,54,45,52,55,46,43,42,41,44,53.0,,,47.0,52.0,,,,,,,,3,NEU,94.0,93-95,3/4,Normal,11.0,67.0,-,-,-,27,23,47,17,-,-,-,24,38,7,35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,0,56.1,22,3.51,3.1,-0.1,0.8,0.5,3.0,0.83799654
RP,11,Brooks Raley,,Atlanta,MLB,MLB,06/29/1988,39,USA,6' 3',195 lbs,Left,Left,2.0 Stars,2.0 Stars,11,16,20,1,19,3,15,11,20,1,18,1,16,11,21,1,19,3,34,32,Normal,Normal,Normal,45,49,42,45,51,51,58,44,50,61,43,48,41,43,49,,54.0,,48.0,43.0,,47.0,,,,,,4,NEU,90.0,89-91,3/4,Normal,14.0,77.0,-,-,-,17,28,60,10,-,-,-,20,21,17,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,1,49.2,20,3.62,3.98,0.1,0.2,0.2,4.14,0.2528068
RP,21,Michael Soroka,,Philadelphia,MLB,MLB,08/04/1997,30,CAN,6' 5',225 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,40,19,Normal,Pull,Pull,47,45,40,49,44,43,41,39,44,41,51,48,41,52,48,52.0,37.0,,60.0,46.0,,,,,,,,4,NEU,95.0,94-96,3/4,Normal,41.0,45.0,1,1,5,29,52,56,33,11,23,53,20,14,16,44,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,21.0,12,5.14,3.33,-0.4,0.3,-0.1,2.78,0.26258466
RP,62,Freddy Tarnok,,Detroit,MLB,MLB,11/24/1998,28,USA,6' 3',185 lbs,Right,Right,2.0 Stars,2.5 Stars,9,12,8,1,1,4,12,10,9,1,1,6,12,9,7,1,1,3,54,4,Normal,Normal,Normal,46,49,37,51,49,46,49,37,51,49,46,49,37,51,49,65.0,49.0,43.0,46.0,,,,,,,,,4,EX FB,95.0,95-97,OTT,Normal,38.0,43.0,2,2,1,43,42,60,41,36,41,49,14,15,18,16,4,4,0.25,0.25,0.5,0.5,0.312,0.75,0.5,-0.37,0,-0.0,0.0,0.0,0.0,0.0,0,1,64.2,36,5.01,3.82,-0.0,0.3,-0.9,4.36,0.18671817
RP,28,Tony Gonsolin,,San Diego,MLB,MLB,05/14/1994,33,USA,6' 3',200 lbs,Right,Right,2.0 Stars,2.0 Stars,1,8,1,1,3,1,9,1,1,1,4,1,8,1,1,1,3,1,39,39,Normal,Pull,Pull,38,43,49,58,40,38,43,49,57,39,38,44,49,58,41,40.0,,29.0,36.0,,36.0,,,,,,,4,FB,92.0,91-93,OTT,Normal,42.0,57.0,-,-,3,30,20,38,30,21,22,14,18,20,24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,36.0,17,4.25,3.77,0.0,0.2,0.0,2.86,0.22224785
RP,4,Taylor Rogers,,Seattle,MLB,MLB,12/17/1990,36,USA,6' 3',195 lbs,Left,Left,2.0 Stars,2.0 Stars,6,1,9,1,5,10,1,5,8,1,4,9,2,7,9,1,5,10,45,2,Normal,Normal,Normal,55,38,44,36,39,88,46,47,45,47,48,35,43,32,36,,,,59.0,62.0,,,,,,,,2,NEU,93.0,92-94,3/4,Normal,12.0,64.0,1,-,-,20,26,38,25,1,-,-,12,13,18,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,3,35.0,14,3.6,3.54,0.1,0.4,0.4,2.9,0.3603833
